Bank Number	VREF	"PinName/Function (2), (3)"	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F896 (4)	DQS for X8/X9 	DQS for X16/ X18	DQS for X32/ X36 	HMC pin assignment for DDR3 (5)	HMC pin assignment for LPDDR2	HPS Pin Mux Select 3	HPS Pin Mux Select 2	HPS Pin Mux Select 1	HPS Pin Mux Select 0
8A	VREFB8AN0	IO			DIFFIO_TX_T93p	DIFFOUT_T93p	G26	DQ6T	DQ3T		CKE_8A_0	CKE_8A_0				
8A	VREFB8AN0	IO			DIFFIO_TX_T93n	DIFFOUT_T93n	G27				CKE_8A_1	CKE_8A_1				
8A	VREFB8AN0	IO			DIFFIO_RX_T94p	DIFFOUT_T94p	F30	DQ6T	DQ3T		A_8A_0	CA_8A_0				
8A	VREFB8AN0	IO			DIFFIO_RX_T94n	DIFFOUT_T94n	E30	DQ6T	DQ3T		A_8A_1	CA_8A_1				
8A	VREFB8AN0	IO			DIFFIO_TX_T95p	DIFFOUT_T95p	G29	DQ6T	DQ3T		A_8A_2	CA_8A_2				
8A	VREFB8AN0	IO			DIFFIO_TX_T95n	DIFFOUT_T95n	G30				A_8A_3	CA_8A_3				
8A	VREFB8AN0	IO			DIFFIO_RX_T96p	DIFFOUT_T96p	G28	DQS6T/CQ6T/CQn6T/QKn6T	DQS3T/CQ3T/CQn3T/QKn3T		A_8A_4	CA_8A_4				
8A	VREFB8AN0	IO			DIFFIO_RX_T96n	DIFFOUT_T96n	F28	DQSn6T/QK6T	DQSn3T/QK3T		A_8A_5	CA_8A_5				
8A	VREFB8AN0	IO			DIFFIO_TX_T97p	DIFFOUT_T97p	H27	DQ6T	DQ3T		A_8A_6	CA_8A_6				
8A	VREFB8AN0	IO			DIFFIO_TX_T97n	DIFFOUT_T97n	H28				A_8A_7	CA_8A_7				
8A	VREFB8AN0	IO			DIFFIO_RX_T98p	DIFFOUT_T98p	J30	DQ6T	DQ3T		A_8A_8	CA_8A_8				
8A	VREFB8AN0	IO			DIFFIO_RX_T98n	DIFFOUT_T98n	H30	DQ6T	DQ3T		A_8A_9	CA_8A_9				
8A	VREFB8AN0	IO			DIFFIO_TX_T99p	DIFFOUT_T99p	K28	DQ6T	DQ3T		A_8A_10					
8A	VREFB8AN0	IO			DIFFIO_TX_T99n	DIFFOUT_T99n	J28				A_8A_11					
8A	VREFB8AN0	IO			DIFFIO_RX_T100p	DIFFOUT_T100p	L30	DQ7T	DQ3T		A_8A_12					
8A	VREFB8AN0	IO			DIFFIO_RX_T100n	DIFFOUT_T100n	K30	DQ7T	DQ3T		A_8A_13					
8A	VREFB8AN0	IO			DIFFIO_TX_T101p	DIFFOUT_T101p	M27	DQ7T	DQ3T		A_8A_14					
8A	VREFB8AN0	IO			DIFFIO_TX_T101n	DIFFOUT_T101n	L27				A_8A_15					
8A	VREFB8AN0	IO			DIFFIO_RX_T102p	DIFFOUT_T102p	L28	DQ7T	DQ3T		BA_8A_0					
8A	VREFB8AN0	IO			DIFFIO_RX_T102n	DIFFOUT_T102n	K29	DQ7T	DQ3T		BA_8A_1					
8A	VREFB8AN0	IO			DIFFIO_TX_T103p	DIFFOUT_T103p	N30	DQ7T	DQ3T		BA_8A_2					
8A	VREFB8AN0	IO			DIFFIO_TX_T103n	DIFFOUT_T103n	M30				RAS#_8A					
8A	VREFB8AN0	IO			DIFFIO_RX_T104p	DIFFOUT_T104p	T24	DQS7T/CQ7T/CQn7T/QKn7T	DQ3T		CAS#_8A					
8A	VREFB8AN0	IO			DIFFIO_RX_T104n	DIFFOUT_T104n	T23	DQSn7T/QK7T	DQ3T		WE#_8A					
8A	VREFB8AN0	IO			DIFFIO_TX_T105p	DIFFOUT_T105p	K26	DQ7T	DQ3T		ODT_8A_0	ODT_8A_0				
8A	VREFB8AN0	IO			DIFFIO_TX_T105n	DIFFOUT_T105n	K27				ODT_8A_1	ODT_8A_1				
8A	VREFB8AN0	IO	CLK23p		DIFFIO_RX_T106p	DIFFOUT_T106p	P30	DQ7T	DQ3T							
8A	VREFB8AN0	IO	CLK23n		DIFFIO_RX_T106n	DIFFOUT_T106n	N29	DQ7T	DQ3T							
8A	VREFB8AN0	IO			DIFFIO_TX_T107p	DIFFOUT_T107p	R22	DQ7T	DQ3T		CS#_8A_0	CS#_8A_0				
8A	VREFB8AN0	IO			DIFFIO_TX_T107n	DIFFOUT_T107n	R23				CS#_8A_1	CS#_8A_1				
8A	VREFB8AN0	IO	CLK22p		DIFFIO_RX_T108p	DIFFOUT_T108p	R28									
8A	VREFB8AN0	IO	CLK22n		DIFFIO_RX_T108n	DIFFOUT_T108n	P28									
8A	VREFB8AN0	IO	VREFB8AN0				J26									
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT2,FPLL_TL_FBp,FPLL_TL_FB1"		DIFFIO_RX_T109p	DIFFOUT_T109p	N28									
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT3,FPLL_TL_FBn"		DIFFIO_RX_T109n	DIFFOUT_T109n	M28									
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT0,FPLL_TL_CLKOUTp,FPLL_TL_FB0"		DIFFIO_TX_T110p	DIFFOUT_T110p	T25									
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT1,FPLL_TL_CLKOUTn"		DIFFIO_TX_T110n	DIFFOUT_T110n	R26									
8A	VREFB8AN0	IO	CLK21p		DIFFIO_RX_T111p	DIFFOUT_T111p	R27									
8A	VREFB8AN0	IO	CLK21n		DIFFIO_RX_T111n	DIFFOUT_T111n	P27									
8A	VREFB8AN0	IO	CLK20p		DIFFIO_RX_T113p	DIFFOUT_T113p	P25									
8A	VREFB8AN0	IO	CLK20n		DIFFIO_RX_T113n	DIFFOUT_T113n	R25									
8A	VREFB8AN0	IO	RZQ_6		DIFFIO_TX_T114n	DIFFOUT_T114n	J25									
8A		MSEL0		MSEL0			P24									
8A		MSEL1		MSEL1			N26									
8A		MSEL2		MSEL2			M25									
8A		MSEL3		MSEL3			L25									
8A		MSEL4		MSEL4			N23									
8A		CONF_DONE		CONF_DONE			N25									
8A		nSTATUS		nSTATUS			M26									
8A		nCE		nCE			M24									
8A		nCONFIG		nCONFIG			M23									
		GND					T26									
		VCC_HPS					W11									
		GND					W10									
		GND					AA24									
		GND					AA29									
		GND					AA30									
		GND					AB22									
		GND					AB23									
		GND					AB24									
		GND					AB25									
		GND					AB26									
		GND					AB27									
		GND					AB28									
		GND					AC26									
		GND					AC29									
		GND					AC30									
		GND					AD27									
		GND					AD28									
		GND					AE26									
		GND					AE29									
		GND					AE30									
		GND					AF27									
		GND					AF28									
		GND					AG26									
		GND					AG29									
		GND					AG30									
		GND					AH27									
		GND					AH28									
		GND					AJ29									
		GND					AJ30									
		GND					R30									
		GND					T27									
		GND					T28									
		GND					U22									
		GND					U23									
		GND					U24									
		GND					U25									
		GND					U26									
		GND					U29									
		GND					U30									
		GND					V23									
		GND					V27									
		GND					V28									
		GND					W24									
		GND					W29									
		GND					W30									
		GND					Y23									
		GND					Y25									
		GND					Y26									
		GND					Y27									
		GND					Y28									
		GND					AA1									
		GND					AA2									
		GND					AA7									
		GND					AB3									
		GND					AB4									
		GND					AB5									
		GND					AB6									
		GND					AC1									
		GND					AC2									
		GND					AC5									
		GND					AD3									
		GND					AD4									
		GND					AE1									
		GND					AE2									
		GND					AE5									
		GND					AF3									
		GND					AF4									
		GND					AG1									
		GND					AG2									
		GND					AG5									
		GND					AH3									
		GND					AH4									
		GND					AJ1									
		GND					AJ2									
		GND					T3									
		GND					T4									
		GND					U1									
		GND					U2									
		GND					U5									
		GND					U6									
		GND					V3									
		GND					V4									
		GND					V8									
		GND					W1									
		GND					W2									
		GND					W5									
		GND					W7									
		GND					Y3									
		GND					Y4									
		GND					Y6									
		GND					Y8									
		VCCP					AB10									
		VCCP					AB14									
		VCCP					AB17									
		VCCP					AB20									
		VCCP					AC19									
		VCCP					P10									
		VCCP					R17									
		VCCP					R21									
		VCCP					T10									
		VCCA_FPLL					V9									
		VCCA_FPLL					V22									
		VCCPLL_HPS					U10									
		VCCBAT					H25									
		VCC_AUX					AB11									
		VCC_AUX					AB18									
		VCC_AUX					R20									
		VCC_AUX_SHARED					R13									
		VCCD_FPLL					Y9									
		VCCD_FPLL					Y22									
		VCCA_GXBR0					W6									
		VCCA_GXBL1					W26									
		VCCH_GXBR0					V7									
		VCCH_GXBL1					V24									
		VCCL_GXBR0					V5									
		VCCL_GXBR0					V6									
		VCCL_GXBL1					V25									
		VCCL_GXBL1					V26									
		VCCR_GXBL					AA25									
		VCCR_GXBL					AA26									
		VCCR_GXBR					AA5									
		VCCR_GXBR					AA6									
		VCCT_GXBR0					Y5									
		VCCT_GXBR0					Y7									
		VCCT_GXBL1					W25									
		VCCT_GXBL1					Y24									
		VCC					AA10									
		VCC					AA12									
		VCC					AA14									
		VCC					AA16									
		VCC					AA18									
		VCC					AA19									
		VCC					AA20									
		VCC					T17									
		VCC					T19									
		VCC					T21									
		VCC					T22									
		VCC					U16									
		VCC					U18									
		VCC					U20									
		VCC					V15									
		VCC					V17									
		VCC					V19									
		VCC					V21									
		VCC					W12									
		VCC					W14									
		VCC					W18									
		VCC					W20									
		VCC					Y11									
		VCC					Y13									
		VCC					Y15									
		VCC					Y16									
		VCC					Y17									
		VCC					Y19									
		VCC					Y21									
		VCC					W16									
		VCC_HPS					R12									
		VCC_HPS					T11									
		VCC_HPS					T13									
		VCC_HPS					U12									
		VCC_HPS					U13									
		VCC_HPS					U14									
		VCC_HPS					V11									
		VCC_HPS					V13									
		VCCIO3A					AE19									
		VCCIO3A					AE22									
		VCCIO3A					AF26									
		VCCIO3A					AH19									
		VCCIO3A					AH22									
		VCCIO3A					AH26									
		VCCIO3B					AE13									
		VCCIO3B					AE16									
		VCCIO3B					AH15									
		VCCIO3D					AE11									
		VCCIO3D					AG13									
		VCCIO4A					AD5									
		VCCIO4A					AE7									
		VCCIO4A					AF5									
		VCCIO4A					AH5									
		VCCIO4A					AH7									
		VCCIO6A_HPS					C2									
		VCCIO6A_HPS					C5									
		VCCIO6A_HPS					C8									
		VCCIO6A_HPS					F2									
		VCCIO6A_HPS					F4									
		VCCIO6A_HPS					F6									
		VCCIO6A_HPS					H1									
		VCCIO6A_HPS					J5									
		VCCIO6B_HPS					L6									
		VCCIO6B_HPS					M4									
		VCCIO6B_HPS					N1									
		VCCIO6B_HPS					P6									
		VCCIO6B_HPS					T2									
		VCCIO6B_HPS					T5									
		VCCIO7A_HPS					B14									
		VCCIO7A_HPS					B17									
		VCCIO7A_HPS					G10									
		VCCIO7A_HPS					M10									
		VCCIO7B_HPS					B20									
		VCCIO7B_HPS					E12									
		VCCIO7C_HPS					E14									
		VCCIO7D_HPS					E18									
		VCCIO7D_HPS					J14									
		VCCIO7E_HPS					G15									
		VCCIO8A					F29									
		VCCIO8A					J27									
		VCCIO8A					J29									
		VCCIO8A					M29									
		VCCIO8A					N24									
		VCCIO8A					N27									
		VCCIO8B					E27									
		VCCIO8B					F25									
		VCCIO8B					K23									
		VCCIO8C					D25									
		VCCIO8C					F23									
		VCCIO8C					J21									
		VCCIO8C					L19									
		VCCIO8D					E21									
		VCCIO8D					K17									
		VCCPD3					AB21									
		VCCPD3					AC18									
		VCCPD3					AC24									
		VCCPD4A					AB7									
		VCCPD6A6B_HPS					M8									
		VCCPD6A6B_HPS					N8									
		VCCPD6A6B_HPS					R8									
		VCCPD6A6B_HPS					U8									
		VCCPD7A_HPS					N11									
		VCCPD7B_HPS					L12									
		VCCPD7C_HPS					M13									
		VCCPD7D_HPS					M16									
		VCCPD7E_HPS					J15									
		VCCPD8					P18									
		VCCPD8					P22									
		VCCPD8					R19									
		VCCPD8					R24									
		VCCPGM					F12									
		VCCPGM					AD26									
		VCCRSTCLK_HPS					G9									
		VCC_HPS					R10									
		VCC_HPS					R11									
		VCC_HPS					R14									
		VCC_HPS					R15									
	VREFB7A7B7C7D7EN0_HPS	VREFB7A7B7C7D7EN0_HPS					F14									
		GND					AA11									
		GND					AA13									
		GND					AA15									
		GND					AA17									
		GND					AA21									
		GND					AB19									
		GND					AB8									
		GND					AB9									
		GND					AC11									
		GND					AC14									
		GND					AC17									
		GND					AC20									
		GND					AC23									
		GND					AD8									
		GND					AF11									
		GND					AF14									
		GND					AF17									
		GND					AF20									
		GND					AF23									
		GND					AF8									
		GND					AJ11									
		GND					AJ14									
		GND					AJ17									
		GND					AJ20									
		GND					AJ23									
		GND					AJ26									
		GND					AJ5									
		GND					AJ8									
		GND					B11									
		GND					B2									
		GND					B23									
		GND					B26									
		GND					B29									
		GND					B5									
		GND					B8									
		GND					E17									
		GND					E2									
		GND					E20									
		GND					E23									
		GND					E26									
		GND					E29									
		GND					E5									
		GND					E8									
		GND					G12									
		GND					G14									
		GND					H17									
		GND					H2									
		GND					H20									
		GND					H23									
		GND					H26									
		GND					H29									
		GND					H5									
		GND					H8									
		GND					K11									
		GND					K14									
		GND					L17									
		GND					L2									
		GND					L20									
		GND					L23									
		GND					L26									
		GND					L29									
		GND					L5									
		GND					L8									
		GND					N10									
		GND					N14									
		GND					P11									
		GND					P17									
		GND					V16									
		GND					P2									
		GND					P20									
		GND					P23									
		GND					P26									
		GND					P29									
		GND					P5									
		GND					P8									
		GND					R18									
		GND					T12									
		GND					T14									
		GND					T18									
		GND					T20									
		GND					U11									
		GND					U15									
		GND					U17									
		GND					U19									
		GND					U21									
		GND					U7									
		GND					V10									
		GND					V12									
		GND					V14									
		GND					V18									
		GND					V20									
		GND					Y14									
		GND					W13									
		GND					W15									
		GND					W17									
		GND					W19									
		GND					W21									
		GND					Y10									
		GND					Y12									
		GND					Y18									
		GND					Y20									
Notes:																
"(1) For more information about pin definitions and pin connection guidelines, refer to the "																
Arria V Device Family Pin Connection Guidelines.																
"(2) GXB_REFCLK pin is not supported in current Quartus II version, but will be supported in future Quartus II release version. "																
"(3) Pins with * contains similar name with other pins in the same column. For the selection of the HPS pins, refer to the ""HPS Pin Mux Select x"" columns."																
"(4) Pins with * are the 10 Gbps transceiver channels. For more information about the 10 Gbps transceiver channels clocking recommendation, refer to the"																
Transceiver Clocking in Arria V Devices chapter.																
(5)  RESET pin is only applicable for DDR3 device. 																


"Pin Information for the Arria® V 5ASXMB3 Device
 Version 1.3
 Note (1)"																
														
