"Pin Information for the Stratix® IV GT EP4S100G5ES1 Device 
Version 1.3 
Notes (1), (2), (3), (4) 
8C	VREFB8CN0	IO	RDN8C		DIFFIO_RX_T40n	DIFFOUT_T79n	A26	Yes	DQSn22T	DQ22T		
8C	VREFB8CN0	IO				DIFFOUT_T80p	C25	Yes	DQ22T	DQ22T		
8C	VREFB8CN0	IO				DIFFOUT_T80n	A25	Yes	DQ22T	DQ22T		
8B	VREFB8BN0	IO			DIFFIO_RX_T41p	DIFFOUT_T81p	P25	Yes	DQ23T	DQ27T	DQ29T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T41n	DIFFOUT_T81n	N25	Yes	DQ23T	DQ27T	DQ29T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T82p	R25	Yes	DQ23T	DQ27T	DQ29T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T82n	T25	Yes	DQ23T	DQ27T	DQ29T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T42p	DIFFOUT_T83p	P26	Yes	DQS23T	DQS27T/CQ27T	DQ29T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T42n	DIFFOUT_T83n	N26	Yes	DQSn23T	DQSn27T/DQ27T	DQ29T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T84p	K26	Yes	DQ24T	DQ27T	DQ29T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T84n	N27	Yes	DQ24T	DQ27T	DQ29T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T43p	DIFFOUT_T85p	M28	Yes	DQS24T	DQ27T/CQn27T	DQS29T/CQ29T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T43n	DIFFOUT_T85n	M27	Yes	DQSn24T	DQ27T	DQSn29T/DQ29T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T86p	L26	Yes	DQ24T	DQ27T	DQ29T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T86n	M26	Yes	DQ24T	DQ27T	DQ29T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T44p	DIFFOUT_T87p	H26	Yes	DQ25T	DQ28T	DQ29T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T44n	DIFFOUT_T87n	G26	Yes	DQ25T	DQ28T	DQ29T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T88p	J26	Yes	DQ25T	DQ28T	DQ29T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T88n	J27	Yes	DQ25T	DQ28T	DQ29T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T45p	DIFFOUT_T89p	H28	Yes	DQS25T	DQS28T/CQ28T	DQ29T/CQn29T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T45n	DIFFOUT_T89n	G28	Yes	DQSn25T	DQSn28T/DQ28T	DQ29T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T90p	F29	Yes	DQ26T	DQ28T	DQ29T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T90n	G29	Yes	DQ26T	DQ28T	DQ29T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T46p	DIFFOUT_T91p	J29	Yes	DQS26T	DQ28T/CQn28T	DQ29T	DQS30T/CQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T46n	DIFFOUT_T91n	H29	Yes	DQSn26T	DQ28T	DQ29T	DQSn30T/DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T92p	J28	Yes	DQ26T	DQ28T	DQ29T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T92n	K28	Yes	DQ26T	DQ28T	DQ29T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T47p	DIFFOUT_T93p	D27	Yes	DQ27T	DQ29T	DQ30T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T47n	DIFFOUT_T93n	D26	Yes	DQ27T	DQ29T	DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T94p	F26	Yes	DQ27T	DQ29T	DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T94n	E26	Yes	DQ27T	DQ29T	DQ30T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T48p	DIFFOUT_T95p	F28	Yes	DQS27T	DQS29T/CQ29T	DQ30T	DQ30T/CQn30T
8B	VREFB8BN0	IO			DIFFIO_RX_T48n	DIFFOUT_T95n	F27	Yes	DQSn27T	DQSn29T/DQ29T	DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T96p	D28	Yes	DQ28T	DQ29T	DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T96n	E28	Yes	DQ28T	DQ29T	DQ30T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T49p	DIFFOUT_T97p	D29	Yes	DQS28T	DQ29T/CQn29T	DQS30T/CQ30T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T49n	DIFFOUT_T97n	C29	Yes	DQSn28T	DQ29T	DQSn30T/DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T98p	E29	Yes	DQ28T	DQ29T	DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T98n	D30	Yes	DQ28T	DQ29T	DQ30T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T50p	DIFFOUT_T99p	C26	Yes	DQ29T	DQ30T	DQ30T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T50n	DIFFOUT_T99n	B26	Yes	DQ29T	DQ30T	DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T100p	A27	Yes	DQ29T	DQ30T	DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T100n	A28	Yes	DQ29T	DQ30T	DQ30T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T51p	DIFFOUT_T101p	C28	Yes	DQS29T	DQS30T/CQ30T	DQ30T/CQn30T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T51n	DIFFOUT_T101n	B28	Yes	DQSn29T	DQSn30T/DQ30T	DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T102p	A29	Yes	DQ30T	DQ30T	DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T102n	B29	Yes	DQ30T	DQ30T	DQ30T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T52p	DIFFOUT_T103p	A31	Yes	DQS30T	DQ30T/CQn30T	DQ30T	DQ30T
8B	VREFB8BN0	IO			DIFFIO_RX_T52n	DIFFOUT_T103n	A30	Yes	DQSn30T	DQ30T	DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T104p	C30	Yes	DQ30T	DQ30T	DQ30T	DQ30T
8B	VREFB8BN0	IO				DIFFOUT_T104n	B31	Yes	DQ30T	DQ30T	DQ30T	DQ30T
8A	VREFB8AN0	IO			DIFFIO_RX_T53p	DIFFOUT_T105p	T27	Yes	DQ31T	DQ35T	DQ37T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T53n	DIFFOUT_T105n	R27	Yes	DQ31T	DQ35T	DQ37T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T106p	N28	Yes	DQ31T	DQ35T	DQ37T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T106n	P28	Yes	DQ31T	DQ35T	DQ37T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T54p	DIFFOUT_T107p	R28	Yes	DQS31T	DQS35T/CQ35T	DQ37T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T54n	DIFFOUT_T107n	P29	Yes	DQSn31T	DQSn35T/DQ35T	DQ37T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T108p	N29	Yes	DQ32T	DQ35T	DQ37T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T108n	N30	Yes	DQ32T	DQ35T	DQ37T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T55p	DIFFOUT_T109p	N31	Yes	DQS32T	DQ35T/CQn35T	DQS37T/CQ37T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T55n	DIFFOUT_T109n	M30	Yes	DQSn32T	DQ35T	DQSn37T/DQ37T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T110p	L29	Yes	DQ32T	DQ35T	DQ37T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T110n	M29	Yes	DQ32T	DQ35T	DQ37T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T56p	DIFFOUT_T111p	J30	Yes	DQ33T	DQ36T	DQ37T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T56n	DIFFOUT_T111n	H31	Yes	DQ33T	DQ36T	DQ37T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T112p	K29	Yes	DQ33T	DQ36T	DQ37T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T112n	K30	Yes	DQ33T	DQ36T	DQ37T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T57p	DIFFOUT_T113p	G31	Yes	DQS33T	DQS36T/CQ36T	DQ37T/CQn37T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T57n	DIFFOUT_T113n	G30	Yes	DQSn33T	DQSn36T/DQ36T	DQ37T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T114p	J32	Yes	DQ34T	DQ36T	DQ37T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T114n	H32	Yes	DQ34T	DQ36T	DQ37T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T58p	DIFFOUT_T115p	L32	Yes	DQS34T	DQ36T/CQn36T	DQ37T	DQS38T/CQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T58n	DIFFOUT_T115n	K31	Yes	DQSn34T	DQ36T	DQ37T	DQSn38T/DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T116p	J33	Yes	DQ34T	DQ36T	DQ37T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T116n	K32	Yes	DQ34T	DQ36T	DQ37T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T59p	DIFFOUT_T117p	F31	Yes	DQ35T	DQ37T	DQ38T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T59n	DIFFOUT_T117n	E31	Yes	DQ35T	DQ37T	DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T118p	D31	Yes	DQ35T	DQ37T	DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T118n	C31	Yes	DQ35T	DQ37T	DQ38T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T60p	DIFFOUT_T119p	F32	Yes	DQS35T	DQS37T/CQ37T	DQ38T	DQ38T/CQn38T
8A	VREFB8AN0	IO			DIFFIO_RX_T60n	DIFFOUT_T119n	E32	Yes	DQSn35T	DQSn37T/DQ37T	DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T120p	E35	Yes	DQ36T	DQ37T	DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T120n	G33	Yes	DQ36T	DQ37T	DQ38T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T61p	DIFFOUT_T121p	F34	Yes	DQS36T	DQ37T/CQn37T	DQS38T/CQ38T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T61n	DIFFOUT_T121n	E34	Yes	DQSn36T	DQ37T	DQSn38T/DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T122p	F35	Yes	DQ36T	DQ37T	DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T122n	F33	Yes	DQ36T	DQ37T	DQ38T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T62p	DIFFOUT_T123p	D33	Yes	DQ37T	DQ38T	DQ38T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T62n	DIFFOUT_T123n	C33	Yes	DQ37T	DQ38T	DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T124p	D32	Yes	DQ37T	DQ38T	DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T124n	C32	Yes	DQ37T	DQ38T	DQ38T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T63p	DIFFOUT_T125p	B32	Yes	DQS37T	DQS38T/CQ38T	DQ38T/CQn38T	DQ38T
8A	VREFB8AN0	IO			DIFFIO_RX_T63n	DIFFOUT_T125n	A32	Yes	DQSn37T	DQSn38T/DQ38T	DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T126p	A34	Yes	DQ38T	DQ38T	DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T126n	B34	Yes	DQ38T	DQ38T	DQ38T	DQ38T
8A	VREFB8AN0	IO	RUP8A		DIFFIO_RX_T64p	DIFFOUT_T127p	C34	Yes	DQS38T	DQ38T/CQn38T	DQ38T	DQ38T
8A	VREFB8AN0	IO	RDN8A		DIFFIO_RX_T64n	DIFFOUT_T127n	B35	Yes	DQSn38T	DQ38T	DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T128p	C35	Yes	DQ38T	DQ38T	DQ38T	DQ38T
8A	VREFB8AN0	IO				DIFFOUT_T128n	D35	Yes	DQ38T	DQ38T	DQ38T	DQ38T
QL3		GXB_TX_L15p					D37	No				
QL3		GXB_TX_L15n					C37	No				
QL3		GXB_RX_L15p					B38	No				
QL3		GXB_RX_L15n					A38	No				
QL3		GXB_TX_L14p					D39	No				
QL3		GXB_TX_L14n					C39	No				
QL3		GXB_RX_L14p					B40	No				
QL3		GXB_RX_L14n					A40	No				
QL3		GXB_CMUTX_L7p					B42	No				
QL3		GXB_CMUTX_L7n					A42	No				
QL3		"REFCLK_L7p,GXB_CMURX_L7p"					D43	No				
QL3		"REFCLK_L7n,GXB_CMURX_L7n"					D44	No				
QL3		GXB_CMUTX_L6p					E41	No				
QL3		GXB_CMUTX_L6n					E42	No				
QL3		"REFCLK_L6p,GXB_CMURX_L6p"					F43	No				
QL3		"REFCLK_L6n,GXB_CMURX_L6n"					F44	No				
QL3		GXB_TX_L13p					G41	No				
QL3		GXB_TX_L13n					G42	No				
QL3		GXB_RX_L13p					H43	No				
QL3		GXB_RX_L13n					H44	No				
QL3		GXB_TX_L12p					J41	No				
QL3		GXB_TX_L12n					J42	No				
QL3		GXB_RX_L12p					K43	No				
QL3		GXB_RX_L12n					K44	No				
QL2		GXB_TX_L11p					L41	No				
QL2		GXB_TX_L11n					L42	No				
QL2		GXB_RX_L11p					M43	No				
QL2		GXB_RX_L11n					M44	No				
QL2		GXB_TX_L10p					N41	No				
QL2		GXB_TX_L10n					N42	No				
QL2		GXB_RX_L10p					P43	No				
QL2		GXB_RX_L10n					P44	No				
QL2		GXB_CMUTX_L5p					R41	No				
QL2		GXB_CMUTX_L5n					R42	No				
QL2		"REFCLK_L5p,GXB_CMURX_L5p"					T43	No				
QL2		"REFCLK_L5n,GXB_CMURX_L5n"					T44	No				
QL2		GXB_CMUTX_L4p					U41	No				
QL2		GXB_CMUTX_L4n					U42	No				
QL2		"REFCLK_L4p,GXB_CMURX_L4p"					V43	No				
QL2		"REFCLK_L4n,GXB_CMURX_L4n"					V44	No				
QL2		GXB_TX_L9p					W41	No				
QL2		GXB_TX_L9n					W42	No				
QL2		GXB_RX_L9p					Y43	No				
QL2		GXB_RX_L9n					Y44	No				
QL2		GXB_TX_L8p					AA41	No				
QL2		GXB_TX_L8n					AA42	No				
QL2		GXB_RX_L8p					AB43	No				
QL2		GXB_RX_L8n					AB44	No				
QL1		GXB_TX_L7p					AC41	No				
QL1		GXB_TX_L7n					AC42	No				
QL1		GXB_RX_L7p					AD43	No				
QL1		GXB_RX_L7n					AD44	No				
QL1		GXB_TX_L6p					AE41	No				
QL1		GXB_TX_L6n					AE42	No				
QL1		GXB_RX_L6p					AF43	No				
QL1		GXB_RX_L6n					AF44	No				
QL1		GXB_CMUTX_L3p					AG41	No				
QL1		GXB_CMUTX_L3n					AG42	No				
QL1		"REFCLK_L3p,GXB_CMURX_L3p"					AH43	No				
QL1		"REFCLK_L3n,GXB_CMURX_L3n"					AH44	No				
QL1		GXB_CMUTX_L2p					AJ41	No				
QL1		GXB_CMUTX_L2n					AJ42	No				
QL1		"REFCLK_L2p,GXB_CMURX_L2p"					AK43	No				
QL1		"REFCLK_L2n,GXB_CMURX_L2n"					AK44	No				
QL1		GXB_TX_L5p					AL41	No				
QL1		GXB_TX_L5n					AL42	No				
QL1		GXB_RX_L5p					AM43	No				
QL1		GXB_RX_L5n					AM44	No				
QL1		GXB_TX_L4p					AN41	No				
QL1		GXB_TX_L4n					AN42	No				
QL1		GXB_RX_L4p					AP43	No				
QL1		GXB_RX_L4n					AP44	No				
QL0		GXB_TX_L3p					AR41	No				
QL0		GXB_TX_L3n					AR42	No				
QL0		GXB_RX_L3p					AT43	No				
QL0		GXB_RX_L3n					AT44	No				
QL0		GXB_TX_L2p					AU41	No				
QL0		GXB_TX_L2n					AU42	No				
QL0		GXB_RX_L2p					AV43	No				
QL0		GXB_RX_L2n					AV44	No				
QL0		GXB_CMUTX_L1p					AW41	No				
QL0		GXB_CMUTX_L1n					AW42	No				
QL0		"REFCLK_L1p,GXB_CMURX_L1p"					AY43	No				
QL0		"REFCLK_L1n,GXB_CMURX_L1n"					AY44	No				
QL0		GXB_CMUTX_L0p					BB43	No				
QL0		GXB_CMUTX_L0n					BB44	No				
QL0		"REFCLK_L0p,GXB_CMURX_L0p"					BC41	No				
QL0		"REFCLK_L0n,GXB_CMURX_L0n"					BD41	No				
QL0		GXB_TX_L1p					BA40	No				
QL0		GXB_TX_L1n					BB40	No				
QL0		GXB_RX_L1p					BC39	No				
QL0		GXB_RX_L1n					BD39	No				
QL0		GXB_TX_L0p					BA38	No				
QL0		GXB_TX_L0n					BB38	No				
QL0		GXB_RX_L0p					BC37	No				
QL0		GXB_RX_L0n					BD37	No				
QR0		GXB_RX_R0n					BD8	No				
QR0		GXB_RX_R0p					BC8	No				
QR0		GXB_TX_R0n					BB7	No				
QR0		GXB_TX_R0p					BA7	No				
QR0		GXB_RX_R1n					BD6	No				
QR0		GXB_RX_R1p					BC6	No				
QR0		GXB_TX_R1n					BB5	No				
QR0		GXB_TX_R1p					BA5	No				
QR0		"REFCLK_R0n,GXB_CMURX_R0n"					BB1	No				
QR0		"REFCLK_R0p,GXB_CMURX_R0p"					BB2	No				
QR0		GXB_CMUTX_R0n					BD4	No				
QR0		GXB_CMUTX_R0p					BC4	No				
QR0		"REFCLK_R1n,GXB_CMURX_R1n"					AY1	No				
QR0		"REFCLK_R1p,GXB_CMURX_R1p"					AY2	No				
QR0		GXB_CMUTX_R1n					AW3	No				
QR0		GXB_CMUTX_R1p					AW4	No				
QR0		GXB_RX_R2n					AV1	No				
QR0		GXB_RX_R2p					AV2	No				
QR0		GXB_TX_R2n					AU3	No				
QR0		GXB_TX_R2p					AU4	No				
QR0		GXB_RX_R3n					AT1	No				
QR0		GXB_RX_R3p					AT2	No				
QR0		GXB_TX_R3n					AR3	No				
QR0		GXB_TX_R3p					AR4	No				
QR1		GXB_RX_R4n					AP1	No				
QR1		GXB_RX_R4p					AP2	No				
QR1		GXB_TX_R4n					AN3	No				
QR1		GXB_TX_R4p					AN4	No				
QR1		GXB_RX_R5n					AM1	No				
QR1		GXB_RX_R5p					AM2	No				
QR1		GXB_TX_R5n					AL3	No				
QR1		GXB_TX_R5p					AL4	No				
QR1		"REFCLK_R2n,GXB_CMURX_R2n"					AK1	No				
QR1		"REFCLK_R2p,GXB_CMURX_R2p"					AK2	No				
QR1		GXB_CMUTX_R2n					AJ3	No				
QR1		GXB_CMUTX_R2p					AJ4	No				
QR1		"REFCLK_R3n,GXB_CMURX_R3n"					AH1	No				
QR1		"REFCLK_R3p,GXB_CMURX_R3p"					AH2	No				
QR1		GXB_CMUTX_R3n					AG3	No				
QR1		GXB_CMUTX_R3p					AG4	No				
QR1		GXB_RX_R6n					AF1	No				
QR1		GXB_RX_R6p					AF2	No				
QR1		GXB_TX_R6n					AE3	No				
QR1		GXB_TX_R6p					AE4	No				
QR1		GXB_RX_R7n					AD1	No				
QR1		GXB_RX_R7p					AD2	No				
QR1		GXB_TX_R7n					AC3	No				
QR1		GXB_TX_R7p					AC4	No				
QR2		GXB_RX_R8n					AB1	No				
QR2		GXB_RX_R8p					AB2	No				
QR2		GXB_TX_R8n					AA3	No				
QR2		GXB_TX_R8p					AA4	No				
QR2		GXB_RX_R9n					Y1	No				
QR2		GXB_RX_R9p					Y2	No				
QR2		GXB_TX_R9n					W3	No				
QR2		GXB_TX_R9p					W4	No				
QR2		"REFCLK_R4n,GXB_CMURX_R4n"					V1	No				
QR2		"REFCLK_R4p,GXB_CMURX_R4p"					V2	No				
QR2		GXB_CMUTX_R4n					U3	No				
QR2		GXB_CMUTX_R4p					U4	No				
QR2		"REFCLK_R5n,GXB_CMURX_R5n"					T1	No				
QR2		"REFCLK_R5p,GXB_CMURX_R5p"					T2	No				
QR2		GXB_CMUTX_R5n					R3	No				
QR2		GXB_CMUTX_R5p					R4	No				
QR2		GXB_RX_R10n					P1	No				
QR2		GXB_RX_R10p					P2	No				
QR2		GXB_TX_R10n					N3	No				
QR2		GXB_TX_R10p					N4	No				
QR2		GXB_RX_R11n					M1	No				
QR2		GXB_RX_R11p					M2	No				
QR2		GXB_TX_R11n					L3	No				
QR2		GXB_TX_R11p					L4	No				
QR3		GXB_RX_R12n					K1	No				
QR3		GXB_RX_R12p					K2	No				
QR3		GXB_TX_R12n					J3	No				
QR3		GXB_TX_R12p					J4	No				
QR3		GXB_RX_R13n					H1	No				
QR3		GXB_RX_R13p					H2	No				
QR3		GXB_TX_R13n					G3	No				
QR3		GXB_TX_R13p					G4	No				
QR3		"REFCLK_R6n,GXB_CMURX_R6n"					F1	No				
QR3		"REFCLK_R6p,GXB_CMURX_R6p"					F2	No				
QR3		GXB_CMUTX_R6n					E3	No				
QR3		GXB_CMUTX_R6p					E4	No				
QR3		"REFCLK_R7n,GXB_CMURX_R7n"					D1	No				
QR3		"REFCLK_R7p,GXB_CMURX_R7p"					D2	No				
QR3		GXB_CMUTX_R7n					A3	No				
QR3		GXB_CMUTX_R7p					B3	No				
QR3		GXB_RX_R14n					A5	No				
QR3		GXB_RX_R14p					B5	No				
QR3		GXB_TX_R14n					C6	No				
QR3		GXB_TX_R14p					D6	No				
QR3		GXB_RX_R15n					A7	No				
QR3		GXB_RX_R15p					B7	No				
QR3		GXB_TX_R15n					C8	No				
QR3		GXB_TX_R15p					D8	No				
		GND					AY10	No				
		GND					AB23	No				
		GND					BC12	No				
		GND					BC15	No				
		GND					BC18	No				
		GND					BC21	No				
		GND					BC24	No				
		GND					BC27	No				
		GND					BC30	No				
		GND					BC33	No				
		GND					AY12	No				
		GND					AY15	No				
		GND					AY18	No				
		GND					AY21	No				
		GND					AY24	No				
		GND					AY27	No				
		GND					AY30	No				
		GND					AY33	No				
		GND					AV9	No				
		GND					AV36	No				
		GND					AU7	No				
		GND					AU12	No				
		GND					AU15	No				
		GND					AU18	No				
		GND					AU21	No				
		GND					AU24	No				
		GND					AU30	No				
		GND					AU33	No				
		GND					AU38	No				
		GND					AT27	No				
		GND					AR9	No				
		GND					AR36	No				
		GND					AP7	No				
		GND					AP12	No				
		GND					AP15	No				
		GND					AP18	No				
		GND					AP21	No				
		GND					AP24	No				
		GND					AP27	No				
		GND					AP30	No				
		GND					AP33	No				
		GND					AP38	No				
		GND					AM9	No				
		GND					AM36	No				
		GND					AL7	No				
		GND					AL12	No				
		GND					AL15	No				
		GND					AL18	No				
		GND					AL21	No				
		GND					AL24	No				
		GND					AL27	No				
		GND					AL30	No				
		GND					AL33	No				
		GND					AL38	No				
		GND					AJ15	No				
		GND					AH7	No				
		GND					AH13	No				
		GND					AH17	No				
		GND					AH19	No				
		GND					AH21	No				
		GND					AH23	No				
		GND					AH25	No				
		GND					AH27	No				
		GND					AH29	No				
		GND					AH32	No				
		GND					AH38	No				
		GND					AG16	No				
		GND					AG18	No				
		GND					AG20	No				
		GND					AG22	No				
		GND					AG24	No				
		GND					AG26	No				
		GND					AG28	No				
		GND					AF17	No				
		GND					AF19	No				
		GND					AF21	No				
		GND					AF23	No				
		GND					AF25	No				
		GND					AF27	No				
		GND					AF31	No				
		GND					AE7	No				
		GND					AE13	No				
		GND					AE15	No				
		GND					AE18	No				
		GND					AE20	No				
		GND					AE22	No				
		GND					AE24	No				
		GND					AE26	No				
		GND					AE28	No				
		GND					AE32	No				
		GND					AE38	No				
		GND					AD17	No				
		GND					AD19	No				
		GND					AD21	No				
		GND					AD23	No				
		GND					AD25	No				
		GND					AD27	No				
		GND					AC18	No				
		GND					AC20	No				
		GND					AC24	No				
		GND					AC26	No				
		GND					AC28	No				
		GND					AC30	No				
		GND					AB7	No				
		GND					AB13	No				
		GND					AB15	No				
		GND					AB17	No				
		GND					AB19	No				
		GND					AB21	No				
		GND					AB25	No				
		GND					AB27	No				
		GND					AB32	No				
		GND					AB35	No				
		GND					AB38	No				
		GND					AA18	No				
		GND					AA20	No				
		GND					AA22	No				
		GND					AA24	No				
		GND					AA26	No				
		GND					AA28	No				
		GND					Y17	No				
		GND					Y19	No				
		GND					Y21	No				
		GND					Y23	No				
		GND					Y25	No				
		GND					Y27	No				
		GND					Y30	No				
		GND					W7	No				
		GND					W13	No				
		GND					W15	No				
		GND					W18	No				
		GND					W20	No				
		GND					W22	No				
		GND					W24	No				
		GND					W26	No				
		GND					W28	No				
		GND					W32	No				
		GND					W39	No				
		GND					V17	No				
		GND					V19	No				
		GND					V21	No				
		GND					V23	No				
		GND					V25	No				
		GND					V27	No				
		GND					V29	No				
		GND					U16	No				
		GND					U18	No				
		GND					U20	No				
		GND					U22	No				
		GND					U24	No				
		GND					U26	No				
		GND					U28	No				
		GND					T7	No				
		GND					T13	No				
		GND					T29	No				
		GND					T32	No				
		GND					T38	No				
		GND					P12	No				
		GND					P15	No				
		GND					P18	No				
		GND					P21	No				
		GND					P24	No				
		GND					P27	No				
		GND					P30	No				
		GND					P33	No				
		GND					N7	No				
		GND					N9	No				
		GND					N36	No				
		GND					N38	No				
		GND					L12	No				
		GND					L15	No				
		GND					L18	No				
		GND					L21	No				
		GND					L24	No				
		GND					L27	No				
		GND					L30	No				
		GND					L33	No				
		GND					K7	No				
		GND					K9	No				
		GND					K36	No				
		GND					K38	No				
		GND					H12	No				
		GND					H15	No				
		GND					H18	No				
		GND					H21	No				
		GND					H24	No				
		GND					H27	No				
		GND					H30	No				
		GND					H33	No				
		GND					G7	No				
		GND					G9	No				
		GND					G36	No				
		GND					G38	No				
		GND					E12	No				
		GND					E15	No				
		GND					E18	No				
		GND					E21	No				
		GND					E24	No				
		GND					E27	No				
		GND					E30	No				
		GND					E33	No				
		GND					B12	No				
		GND					B15	No				
		GND					B18	No				
		GND					B21	No				
		GND					B24	No				
		GND					B27	No				
		GND					B30	No				
		GND					B33	No				
		GND					A43	No				
		GND					A41	No				
		GND					A39	No				
		GND					A37	No				
		GND					B43	No				
		GND					B41	No				
		GND					B39	No				
		GND					B37	No				
		GND					C44	No				
		GND					C43	No				
		GND					C42	No				
		GND					C41	No				
		GND					C40	No				
		GND					C38	No				
		GND					C36	No				
		GND					D42	No				
		GND					D41	No				
		GND					BD36	No				
		GND					BD38	No				
		GND					BD40	No				
		GND					BD42	No				
		GND					BC36	No				
		GND					BC38	No				
		GND					BC40	No				
		GND					BC42	No				
		GND					BC43	No				
		GND					BC44	No				
		GND					BB36	No				
		GND					BB37	No				
		GND					BB39	No				
		GND					BB41	No				
		GND					BB42	No				
