Bank Number	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F1152	DQS for X8	DQS for X16									
8A	VREFB8AN0	IO			DIFFIO_RX_T53p	DIFFOUT_T53p	M16	DQS7T										
8A	VREFB8AN0	IO			DIFFIO_TX_T54p	DIFFOUT_T54p	A17											
8A	VREFB8AN0	IO			DIFFIO_RX_T53n	DIFFOUT_T53n	L17	DQSn7T										
8A	VREFB8AN0	IO			DIFFIO_TX_T54n	DIFFOUT_T54n	A16	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_RX_T55p	DIFFOUT_T55p	C16	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_TX_T56p	DIFFOUT_T56p	B15	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_RX_T55n	DIFFOUT_T55n	B16	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_TX_T56n	DIFFOUT_T56n	A15											
8A	VREFB8AN0	IO	"CLK8p,FPLL_TL_FBp"		DIFFIO_RX_T57p	DIFFOUT_T57p	H17											
8A	VREFB8AN0	IO			DIFFIO_TX_T58p	DIFFOUT_T58p	A12	DQ8T	DQ3T									
8A	VREFB8AN0	IO	"CLK8n,FPLL_TL_FBn"		DIFFIO_RX_T57n	DIFFOUT_T57n	H16											
8A	VREFB8AN0	IO			DIFFIO_TX_T58n	DIFFOUT_T58n	A11	DQ8T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_RX_T59p	DIFFOUT_T59p	F17	DQ8T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T60p	DIFFOUT_T60p	B13	DQ8T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_RX_T59n	DIFFOUT_T59n	F16	DQ8T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T60n	DIFFOUT_T60n	A13	DQ8T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_RX_T61p	DIFFOUT_T61p	M15	DQS8T	DQS3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T62p	DIFFOUT_T62p	C14											
8A	VREFB8AN0	IO			DIFFIO_RX_T61n	DIFFOUT_T61n	M14	DQSn8T	DQSn3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T62n	DIFFOUT_T62n	B14	DQ8T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_RX_T63p	DIFFOUT_T63p	D17	DQ8T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T64p	DIFFOUT_T64p	B10	DQ8T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_RX_T63n	DIFFOUT_T63n	D16	DQ8T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T64n	DIFFOUT_T64n	A10											
8A	VREFB8AN0	IO			DIFFIO_RX_T65p	DIFFOUT_T65p	F15											
8A	VREFB8AN0	IO			DIFFIO_TX_T66p	DIFFOUT_T66p	A7	DQ9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_RX_T65n	DIFFOUT_T65n	G15											
8A	VREFB8AN0	IO			DIFFIO_TX_T66n	DIFFOUT_T66n	A6	DQ9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_RX_T67p	DIFFOUT_T67p	B8	DQ9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T68p	DIFFOUT_T68p	C11	DQ9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_RX_T67n	DIFFOUT_T67n	A8	DQ9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T68n	DIFFOUT_T68n	B11	DQ9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_RX_T69p	DIFFOUT_T69p	L16	DQS9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T70p	DIFFOUT_T70p	C9											
8A	VREFB8AN0	IO			DIFFIO_RX_T69n	DIFFOUT_T69n	L15	DQSn9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T70n	DIFFOUT_T70n	B9	DQ9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_RX_T71p	DIFFOUT_T71p	E15	DQ9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T72p	DIFFOUT_T72p	C13	DQ9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_RX_T71n	DIFFOUT_T71n	D15	DQ9T	DQ3T									
8A	VREFB8AN0	IO			DIFFIO_TX_T72n	DIFFOUT_T72n	C12											
8A	VREFB8AN0	IO			DIFFIO_RX_T73p	DIFFOUT_T73p	J15											
8A	VREFB8AN0	IO			DIFFIO_TX_T74p	DIFFOUT_T74p	B5	DQ10T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T73n	DIFFOUT_T73n	K14											
8A	VREFB8AN0	IO			DIFFIO_TX_T74n	DIFFOUT_T74n	A5	DQ10T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T75p	DIFFOUT_T75p	E14	DQ10T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T76p	DIFFOUT_T76p	C6	DQ10T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T75n	DIFFOUT_T75n	D14	DQ10T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T76n	DIFFOUT_T76n	B6	DQ10T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T77p	DIFFOUT_T77p	P14	DQS10T	DQS4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T78p	DIFFOUT_T78p	F13											
8A	VREFB8AN0	IO			DIFFIO_RX_T77n	DIFFOUT_T77n	N14	DQSn10T	DQSn4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T78n	DIFFOUT_T78n	E13	DQ10T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T79p	DIFFOUT_T79p	H14	DQ10T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T80p	DIFFOUT_T80p	B4	DQ10T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T79n	DIFFOUT_T79n	G14	DQ10T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T80n	DIFFOUT_T80n	A3											
8A	VREFB8AN0	IO			DIFFIO_RX_T81p	DIFFOUT_T81p	M13											
8A	VREFB8AN0	IO			DIFFIO_TX_T82p	DIFFOUT_T82p	D11	DQ11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T81n	DIFFOUT_T81n	L13											
8A	VREFB8AN0	IO			DIFFIO_TX_T82n	DIFFOUT_T82n	D10	DQ11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T83p	DIFFOUT_T83p	G13	DQ11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T84p	DIFFOUT_T84p	C8	DQ11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T83n	DIFFOUT_T83n	H13	DQ11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T84n	DIFFOUT_T84n	C7	DQ11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T85p	DIFFOUT_T85p	N13	DQS11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T86p	DIFFOUT_T86p	A2											
8A	VREFB8AN0	IO			DIFFIO_RX_T85n	DIFFOUT_T85n	N12	DQSn11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T86n	DIFFOUT_T86n	B3	DQ11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T87p	DIFFOUT_T87p	E12	DQ11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T88p	DIFFOUT_T88p	C1	DQ11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_RX_T87n	DIFFOUT_T87n	D12	DQ11T	DQ4T									
8A	VREFB8AN0	IO			DIFFIO_TX_T88n	DIFFOUT_T88n	B1											
8A	VREFB8AN0	IO			DIFFIO_RX_T89p	DIFFOUT_T89p	L12											
8A	VREFB8AN0	IO			DIFFIO_TX_T90p	DIFFOUT_T90p	F10	DQ12T										
8A	VREFB8AN0	IO			DIFFIO_RX_T89n	DIFFOUT_T89n	K13											
8A	VREFB8AN0	IO			DIFFIO_TX_T90n	DIFFOUT_T90n	E10	DQ12T										
8A	VREFB8AN0	IO			DIFFIO_RX_T91p	DIFFOUT_T91p	F12	DQ12T										
8A	VREFB8AN0	IO			DIFFIO_TX_T92p	DIFFOUT_T92p	E9	DQ12T										
8A	VREFB8AN0	IO			DIFFIO_RX_T91n	DIFFOUT_T91n	F11	DQ12T										
8A	VREFB8AN0	IO			DIFFIO_TX_T92n	DIFFOUT_T92n	D9	DQ12T										
8A	VREFB8AN0	IO			DIFFIO_RX_T93p	DIFFOUT_T93p	L11	DQS12T										
8A	VREFB8AN0	IO			DIFFIO_TX_T94p	DIFFOUT_T94p	E7											
8A	VREFB8AN0	IO			DIFFIO_RX_T93n	DIFFOUT_T93n	K12	DQSn12T										
8A	VREFB8AN0	IO			DIFFIO_TX_T94n	DIFFOUT_T94n	D7	DQ12T										
8A	VREFB8AN0	IO			DIFFIO_RX_T95p	DIFFOUT_T95p	H12	DQ12T										
8A	VREFB8AN0	IO			DIFFIO_TX_T96p	DIFFOUT_T96p	F8	DQ12T										
8A	VREFB8AN0	IO			DIFFIO_RX_T95n	DIFFOUT_T95n	G11	DQ12T										
8A	VREFB8AN0	IO			DIFFIO_TX_T96n	DIFFOUT_T96n	E8											
9A		MSEL0		MSEL0			J12											
9A		CONF_DONE		CONF_DONE			G10											
9A		MSEL1		MSEL1			J11											
9A		nSTATUS		nSTATUS			G9											
9A		nCE		nCE			F7											
9A		MSEL2		MSEL2			F6											
9A		MSEL3		MSEL3			K10											
9A		nCONFIG		nCONFIG			G8											
9A		MSEL4		MSEL4			H7											
9A		GND					H8											
		GND					L24											
		GND					AP2											
		GND					AP4											
		GND					AP8											
		GND					AP13											
		GND					AP18											
		GND					AP23											
		GND					AP28											
		GND					AP33											
		GND					AN6											
		GND					AN15											
		GND					AN25											
		GND					AM3											
		GND					AM12											
		GND					AM22											
		GND					AM32											
		GND					AL5											
		GND					AL9											
		GND					AL19											
		GND					AL29											
		GND					AL34											
		GND					AK1											
		GND					AK2											
		GND					AK3											
		GND					AK6											
		GND					AK16											
		GND					AK26											
		GND					AJ3											
		GND					AJ4											
		GND					AJ5											
		GND					AJ13											
		GND					AJ23											
		GND					AJ33											
		GND					AH1											
		GND					AH2											
		GND					AH5											
		GND					AH10											
		GND					AH20											
		GND					AH30											
		GND					AG3											
		GND					AG4											
		GND					AG5											
		GND					AG6											
		GND					AG7											
		GND					AG17											
		GND					AG27											
		GND					AF1											
		GND					AF2											
		GND					AF5											
		GND					AF6											
		GND					AF7											
		GND					AF14											
		GND					AF24											
		GND					AF34											
		GND					AE3											
		GND					AE4											
		GND					AE5											
		GND					AE6											
		GND					AE7											
		GND					AE8											
		GND					AE9											
		GND					AE11											
		GND					AE21											
		GND					AE31											
		GND					AD1											
		GND					AD2											
		GND					AD5											
		GND					AD6											
		GND					AD7											
		GND					AD9											
		GND					AD10											
		GND					AD18											
		GND					AD28											
		GND					AC3											
		GND					AC4											
		GND					AC5											
		GND					AC6											
		GND					AC8											
		GND					AC10											
		GND					AC15											
		GND					AC25											
		GND					AB1											
		GND					AB2											
		GND					AB5											
		GND					AB6											
		GND					AB7											
		GND					AB9											
		GND					AB11											
		GND					AB12											
		GND					AB22											
		GND					AB32											
		GND					AA3											
		GND					AA4											
		GND					AA5											
		GND					AA6											
		GND					AA8											
		GND					AA10											
		GND					AA12											
		GND					AA14											
		GND					AA19											
		GND					AA29											
		GND					AA34											
		GND					Y1											
		GND					Y2											
		GND					Y5											
		GND					Y6											
		GND					Y7											
		GND					Y9											
		GND					Y10											
		GND					Y11											
		GND					Y13											
		GND					Y15											
		GND					Y17											
		GND					Y19											
		GND					Y21											
		GND					W3											
		GND					W4											
		GND					W5											
		GND					W6											
		GND					W8											
		GND					W10											
		GND					W12											
		GND					W14											
		GND					W16											
		GND					W18											
		GND					W20											
		GND					W22											
		GND					W23											
		GND					W33											
		GND					V1											
		GND					V2											
		GND					V5											
		GND					V6											
		GND					V7											
		GND					V9											
		GND					V11											
		GND					V13											
		GND					V15											
		GND					V17											
		GND					V19											
		GND					V21											
		GND					V30											
		GND					U3											
		GND					U4											
		GND					U5											
		GND					U6											
		GND					U8											
		GND					U10											
		GND					U12											
		GND					U14											
		GND					U16											
		GND					U18											
		GND					U20											
		GND					U22											
		GND					U27											
		GND					T1											
		GND					T2											
		GND					T5											
		GND					T6											
		GND					T7											
		GND					T9											
		GND					T11											
		GND					T13											
		GND					T15											
		GND					T17											
		GND					T19											
		GND					T21											
		GND					T24											
		GND					T34											
		GND					R3											
		GND					R4											
		GND					R5											
		GND					R6											
		GND					R8											
		GND					R10											
		GND					R12											
		GND					R14											
		GND					R16											
		GND					R18											
		GND					R20											
		GND					R22											
		GND					R31											
		GND					P1											
		GND					P2											
		GND					P5											
		GND					P6											
		GND					P7											
		GND					P9											
		GND					P11											
		GND					P13											
		GND					P15											
		GND					P17											
		GND					P19											
		GND					P21											
		GND					P28											
		GND					N3											
		GND					N4											
		GND					N5											
		GND					N6											
		GND					N8											
		GND					N10											
		GND					N11											
		GND					N16											
		GND					N18											
		GND					N20											
		GND					N25											
		GND					M1											
		GND					M2											
		GND					M5											
		GND					M6											
		GND					M7											
		GND					M9											
		GND					M10											
		GND					M12											
		GND					M17											
		GND					M22											
		GND					M32											
		GND					L3											
		GND					L4											
		GND					L5											
		GND					L6											
		GND					L7											
		GND					L8											
		GND					L9											
		GND					L14											
		GND					L19											
		GND					L29											
		GND					L34											
		GND					K1											
		GND					K2											
		GND					K5											
		GND					K6											
		GND					K7											
		GND					K8											
		GND					K16											
		GND					K26											
		GND					J3											
		GND					J4											
		GND					J5											
		GND					J13											
		GND					J23											
		GND					J33											
		GND					H1											
		GND					H2											
		GND					H5											
		GND					H10											
		GND					H20											
		GND					H30											
		GND					G3											
		GND					G4											
		GND					G5											
		GND					G7											
		GND					G17											
		GND					G27											
		GND					F1											
		GND					F2											
		GND					F5											
		GND					F14											
		GND					F24											
		GND					F34											
		GND					E2											
		GND					E3											
		GND					E4											
		GND					E5											
		GND					E11											
		GND					E21											
		GND					E31											
		GND					D1											
		GND					D2											
		GND					D5											
		GND					D8											
		GND					D18											
		GND					D28											
		GND					D33											
		GND					C3											
		GND					C4											
		GND					C5											
		GND					C15											
		GND					C25											
		GND					B2											
		GND					B22											
		GND					B32											
		GND					B34											
		GND					A4											
		GND					A9											
		GND					A19											
		GND					A29											
		VCC					N21											
		VCC					AA13											
		VCC					Y12											
		VCC					Y14											
		VCC					Y16											
		VCC					Y18											
		VCC					W13											
		VCC					W15											
		VCC					W17											
		VCC					W19											
		VCC					W21											
		VCC					V12											
		VCC					V14											
		VCC					V16											
		VCC					V18											
		VCC					V20											
		VCC					V22											
		VCC					U13											
		VCC					U15											
		VCC					U17											
		VCC					U19											
		VCC					U21											
		VCC					T12											
		VCC					T14											
		VCC					T16											
		VCC					T18											
		VCC					T20											
		VCC					T22											
		VCC					R13											
		VCC					R15											
		VCC					R17											
		VCC					R19											
		VCC					R21											
		VCC					P12											
		VCC					P16											
		VCC					P18											
		VCC					P20											
		VCC					P22											
		VCC					N15											
		VCC					N17											
		VCC					N19											
		DNU					D4											
		DNU					D3											
		DNU					AG9											
		DNU					AF17											
		DNU					J24											
		DNU					J17											
		VCCPGM					AF12											
		VCCPGM					AD27											
		VCCPGM					H11											
		VCCBAT					H9											
		VCCIO3A					AD13											
		VCCIO3A					AM7											
		VCCIO3A					AK11											
		VCCIO3A					AJ8											
		VCCIO3A					AG12											
		VCCIO3A					AF9											
		VCCIO3B					AB17											
		VCCIO3B					AN10											
		VCCIO3B					AM17											
		VCCIO3B					AL14											
		VCCIO3B					AH15											
		VCCIO3B					AE16											
		VCCIO4A					AD23											
		VCCIO4A					AN20											
		VCCIO4A					AN30											
		VCCIO4A					AM27											
		VCCIO4A					AL24											
		VCCIO4A					AK21											
		VCCIO4A					AJ18											
		VCCIO4A					AJ28											
		VCCIO4A					AH25											
		VCCIO4A					AG22											
		VCCIO4A					AF19											
		VCCIO4A					AC20											
		VCCIO5A					AA24											
		VCCIO5A					AK31											
		VCCIO5A					AF29											
		VCCIO5A					AE26											
		VCCIO5A					AB27											
		VCCIO5A					Y26											
		VCCIO5B					V25											
		VCCIO5B					AG32											
		VCCIO5B					AD33											
		VCCIO5B					AC30											
		VCCIO5B					Y31											
		VCCIO5B					W28											
		VCCIO6A					G32											
		VCCIO6A					U32											
		VCCIO6A					T29											
		VCCIO6A					R26											
		VCCIO6A					P23											
		VCCIO6A					P33											
		VCCIO6A					N30											
		VCCIO6A					M27											
		VCCIO6A					K31											
		VCCIO6A					J28											
		VCCIO7A					A24											
		VCCIO7A					K21											
		VCCIO7A					J18											
		VCCIO7A					H25											
		VCCIO7A					G22											
		VCCIO7A					F19											
		VCCIO7A					F29											
		VCCIO7A					E26											
		VCCIO7A					D23											
		VCCIO7A					C20											
		VCCIO7A					C30											
		VCCIO7A					B27											
		VCCIO8A					B17											
		VCCIO8A					K11											
		VCCIO8A					H15											
		VCCIO8A					G12											
		VCCIO8A					F9											
		VCCIO8A					E6											
		VCCIO8A					E16											
		VCCIO8A					D13											
		VCCIO8A					C10											
		VCCIO8A					B7											
		VCCIO8A					B12											
		VCCIO8A					A14											
		VCCPD3A					AE15											
		VCCPD3A					AE13											
		VCCPD3B4A					AE17											
		VCCPD3B4A					AF15											
		VCCPD3B4A					AF16											
		VCCPD3B4A					AF20											
		VCCPD3B4A					AF21											
		VCCPD3B4A					AE22											
		VCCPD5A					AA26											
		VCCPD5A					AB26											
		VCCPD5B					W25											
		VCCPD5B					V26											
		VCCPD6A					P26											
		VCCPD6A					U26											
		VCCPD6A					T26											
		VCCPD6A					N26											
		VCCPD7A8A					J22											
		VCCPD7A8A					K15											
		VCCPD7A8A					K17											
		VCCPD7A8A					K20											
		VCCPD7A8A					J14											
		VCCPD7A8A					J16											
		VCCPD7A8A					J19											
		VCCPD7A8A					J21											
3A	VREFB3AN0	VREFB3AN0					AH11											
3B	VREFB3BN0	VREFB3BN0					AH18											
4A	VREFB4AN0	VREFB4AN0					AG20											
5A	VREFB5AN0	VREFB5AN0					AE27											
5B	VREFB5BN0	VREFB5BN0					V29											
6A	VREFB6AN0	VREFB6AN0					P29											
7A	VREFB7AN0	VREFB7AN0					G19											
8A	VREFB8AN0	VREFB8AN0					G16											
		NC					AP3											
		NC					AN1											
		NC					AN2											
		NC					AN3											
		NC					AM1											
		NC					AM2											
		NC					AL1											
		NC					AL2											
		NC					AL3											
		NC					AL4											
		NC					AK4											
		NC					AH6											
		NC					AH7											
		NC					AG8											
		NC					AF8											
		NC					L10											
		NC					L26											
		NC					K9											
		NC					K27											
		NC					J6											
		NC					J7											
		NC					J8											
		NC					J9											
		NC					J27											
		NC					H6											
		NC					G6											
		NC					F31											
		NC					F32											
		NC					F33											
		NC					E32											
		NC					E33											
		NC					E34											
		NC					D6											
		NC					D31											
		NC					D32											
		NC					D34											
		NC					C2											
		NC					C19											
		NC					C33											
		NC					C34											
		NC					B33											
		NC					A30											
		NC					A31											
		NC					A32											
		NC					A33											
		VCCH_GXBL					N9											
		VCCH_GXBL					AB8											
		VCCH_GXBL					W9											
		VCCH_GXBL					T8											
		VCCL_GXBL					N7											
		VCCL_GXBL					AC7											
		VCCL_GXBL					AA7											
		VCCL_GXBL					W7											
		VCCL_GXBL					U7											
		VCCL_GXBL					R7											
		RREF_TL					E1											
		VCCA_FPLL					AC11											
		VCCA_FPLL					M11											
		VCCA_FPLL					AD26											
		VCCA_FPLL					M26											
		VCC_AUX					J10											
		VCC_AUX					K18											
		VCC_AUX					K24											
		VCC_AUX					AE24											
		VCC_AUX					AE18											
		VCC_AUX					AE12											
		VCCE_GXBL					P8											
		VCCE_GXBL					AD8											
		VCCE_GXBL					AC9											
		VCCE_GXBL					AA9											
		VCCE_GXBL					Y8											
		VCCE_GXBL					V8											
		VCCE_GXBL					U9											
		VCCE_GXBL					R9											
		VCCE_GXBL					M8											
Note:																		
"(1) For more information about pin definition and pin connection guidelines, refer to the"												
Cyclone V Device Family Pin Connection Guidelines.																		
