*******************************************************************								
* PT-EP1S40-3.6.txt
* PIN-OUT INFORMATION FOR EP1S40               								
* Ver. 3.6                                            								
*******************************************************************										
											
											
Bank Number	VREF Bank	Pin Name/Function	Optional Function(s)	Configuration Function	F780	B956	F1020	F1508	DQS for x16	DQS for x32	DIFFIO Speed (1)
B4	VREF1B4	IO	DQ2T1		C8	D9	D8	D12	DQ1T1	DQ0T17
B4	VREF1B4	IO			F9	H11	G11	D9		
B4	VREF1B4	IO	DQ2T2		E8	E8	B8	E12	DQ1T2	DQ0T18
B4	VREF1B4	IO				G10	K12	F10		
B4	VREF1B4	IO	DQS2T		C9	C8	A7	C12		DQS0T
B4	VREF1B4	IO					L12	A5		
B4	VREF1B4	IO	DQ2T3		D9	C9	E9	E13	DQ1T3	DQ0T19
B4	VREF1B4	IO					F11	F11		
B4	VREF1B4	IO	DQ2T4		B9	D8	A8	B12	DQ1T4	DQ0T20
B4	VREF1B4	IO			H10	J12	J12	G11		
B4	VREF1B4	IO	DQ2T5		B8	A9	C9	B13	DQ1T5	DQ0T21
B4	VREF1B4	IO	DQ2T6		A8	B9	C8	C13	DQ1T6	DQ0T22
B4	VREF1B4	IO	DQ2T7		A9	A8	D9	D13	DQ1T7	DQ0T23
B4	VREF2B4	IO	FCLK6		G10	F10	G12	D11		
B4	VREF2B4	IO	FCLK7		F10	F11	A14	G14		
B4	VREF2B4	IO			J10	G11	H12	D10		
B4	VREF2B4	IO						F12		
B4	VREF2B4	IO	DQ3T0		E10	B10	E11	C14	DQ1T8	DQ0T24
B4	VREF2B4	IO					K13	G12		
B4	VREF2B4	IO	DQ3T1		A10	D10	B9	D14	DQ1T9	DQ0T25
B4	VREF2B4	IO			F11	G12	F13	F13		
B4	VREF2B4	IO	DQ3T2		C10	E10	D10	E14	DQ1T10	DQ0T26
B4	VREF2B4	IO			K10	H12	F12	G13		
B4	VREF2B4	IO	DQS3T		D10	C10	D11	C15	DQS1T	
B4	VREF2B4	IO			G12	L12	L14	E11		
B4	VREF2B4	VREF2B4			E11	K12	E10	L13		
B4	VREF2B4	IO	DQ3T3		B10	D11	C10	A14	DQ1T11	DQ0T27
B4	VREF2B4	IO				H13	B14	G15		
B4	VREF2B4	IO	DQ3T4		A11	E11	A9	B14	DQ1T12	DQ0T28
B4	VREF2B4	IO				J13	H13	F14		
B4	VREF2B4	IO	DQ3T5		C11	B11	B11	B15	DQ1T13	DQ0T29
B4	VREF2B4	IO	DEV_OE		J11	F12	L13	P16		
B4	VREF2B4	IO	RUP4		H11	F13	G13	F15		
B4	VREF2B4	IO	RDN4		G11	E14	J13	E16		
B4	VREF2B4	IO	DQ3T7		B11	A10	B10	D15	DQ1T15	DQ0T31
B4	VREF2B4	IO					C14	G16		
B4	VREF2B4	IO	DQ3T6		D11	C11	C11	E15	DQ1T14	DQ0T30
B4	VREF2B4	IO	DQ4T0		B12	D12	A11	A16		
B4	VREF2B4	IO		nWS	K11	F14	D14	F16		
B4	VREF2B4	IO	DQ4T1		C12	E12	B12	D16		
B4	VREF2B4	IO					H14	F17		
B4	VREF2B4	IO	DQ4T2		D12	A12	C12	A17		
B4	VREF2B4	IO				G13	K14	G17		
B4	VREF2B4	IO	DQS4T		A13	C12	D12	C16		
B4	VREF3B4	IO		DATA0	H12	E15	E14	M17		
B4	VREF3B4	IO	DQ4T3		B13	B12	C13	B16		
B4	VREF3B4	IO				G14	J14	C18		
B4	VREF3B4	IO	DQ4T4		E12	C13	D13	B17		
B4	VREF3B4	IO			L11	L14	L15	D18		
B4	VREF3B4	IO	DQ4T5		C13	D13	E13	D17		
B4	VREF3B4	IO		DATA1	F12	C16	F14	J17		
B4	VREF3B4	IO	DQ4T6		D13	E13	A13	E17		
B4	VREF3B4	IO					J15	E18		
B4	VREF3B4	IO	DQ4T7		E13	B13	B13	C17		
B4	VREF3B4	IO			M11	L16	K15	F18		
B4	VREF3B4	IO		DATA2	J12	F15	F15	K18		
B4	VREF3B4	VREF3B4				K13	E12	L14		
B4	VREF3B4	TMS		TMS	F13	D16	E15	F19		
B4	VREF3B4	TRST		TRST	L12	G15	G15	H19		
B4	VREF3B4	TCK		TCK	K12	F16	G14	E20		
B4	VREF3B4	IO		DATA3	M12	G17	C16	P21		
B4	VREF3B4	IO						H18
B4	VREF3B4	IO						G18
B4	VREF3B4	TDI		TDI	G13	E16	D16	F20
B4	VREF3B4	TDO		TDO	H13	G16	F16	G20
B4	VREF3B4	IO	CLK12n		J13	B14	A15	A18
B4	VREF3B4	CLK12p			K13	A14	B15	B18
B4	VREF3B4	IO	CLK13n/PLL11_OUT		L13	D14	C15	C19
B4	VREF3B4	CLK13p			M13	C14	D15	D19
		VCCA_PLL11				J14	E16	K19
		GND						
		GNDA_PLL11				H14	E17	J19
		VCCG_PLL11				H15	H16	L19
		GNDG_PLL11				J15	H15	M19
		TEMPDIODEp			B14	E17	E18	F21
		TEMPDIODEn			C14	F17	F18	H21
		VCCA_PLL5			F14	J17	G17	L21
		GND						
		GNDA_PLL5			G14	H16	F17	M21
		VCCG_PLL5			D14	K15	J16	L20
		GNDG_PLL5			E14	K17	L16	M20
B9		VCC_PLL5_OUTA			F15	L18	H17	J20
B10		VCC_PLL5_OUTB			G16	J18	L17	K21
B9	VREF0B3	IO	PLL5_OUT0p		E15	B16	B16	C21
B9	VREF0B3	IO	PLL5_OUT0n		D15	A16	A16	D21
B9	VREF0B3	IO	PLL5_OUT1p		K14	B15	B17	C20
B9	VREF0B3	IO	PLL5_OUT1n		K15	A15	A17	D20
B9	VREF0B3	IO	PLL5_FBp		H14	D15	D17	B19
B9	VREF0B3	IO	PLL5_FBn		H15	C15	C17	A19
B10	VREF0B3	IO	PLL5_OUT2p		C15	D17	B18	B21
B10	VREF0B3	IO	PLL5_OUT2n		B15	C17	A18	A21
B10	VREF0B3	IO	PLL5_OUT3p		K16	B17	D18	A20
B10	VREF0B3	IO	PLL5_OUT3n		J16	A17	C18	B20
B3	VREF0B3	nSTATUS		nSTATUS	M16	E18	G16	N21
B3	VREF0B3	nCONFIG		nCONFIG	L16	F19	J18	L22
B3	VREF0B3	DCLK		DCLK	F16	F18	E19	G21
B3	VREF0B3	CONF_DONE		CONF_DONE	G17	G18	G18	H22
B3	VREF0B3	CLK14p			K17	A18	A19	B22
B3	VREF0B3	IO	CLK14n		J17	B18	B19	A22
B3	VREF0B3	CLK15p			M17	C18	C19	D22
B3	VREF0B3	IO	CLK15n		L17	D18	D19	C22
B3	VREF0B3	VREF0B3			E18	K18	E21	L25
B3	VREF0B3	IO						G22
B3	VREF0B3	IO						E22
B3	VREF0B3	IO		DATA4	H17	G19	G19	L23
B3	VREF0B3	IO						F22
B3	VREF0B3	IO						E21
B3	VREF0B3	IO						F23
B3	VREF0B3	IO						G23
B3	VREF0B3	IO			L18	H19	H19	H23		
B3	VREF0B3	IO	DQ5T0		D16	B19	A20	B23		
B3	VREF0B3	IO					K18	F24		
B3	VREF0B3	IO	DQ5T1		C16	C19	B20	E23		
B3	VREF0B3	IO		DATA5	K18	F20	J19	J23		
B3	VREF1B3	IO	DQ5T2		E16	D19	C20	D23		
B3	VREF1B3	IO					F19	G24		
B3	VREF1B3	IO	DQS5T		A16	C20	D20	C23		
B3	VREF1B3	IO						H24		
B3	VREF1B3	IO	DQ5T3		B16	E19	E20	A23		
B3	VREF1B3	IO		DATA6	H18	F21	K19	E24		
B3	VREF1B3	IO	DQ5T4		E17	A20	B21	A24		
B3	VREF1B3	IO				J19	F20	F25		
B3	VREF1B3	IO	DQ5T5		D17	B20	C21	B24		
B3	VREF1B3	IO			M18	H20	L18	G25		
B3	VREF1B3	IO	DQ5T6		B17	D20	D21	C24		
B3	VREF1B3	IO					L20	H25		
B3	VREF1B3	IO	DQ5T7		C17	E20	A22	D24		
B3	VREF1B3	IO	DQ6T1		C18	C21	C22	E25	DQ2T1	DQ1T1
B3	VREF1B3	IO			F17	L19	K20	H26		
B3	VREF1B3	IO	DQ6T0		A18	B21	B22	B25	DQ2T0	DQ1T0
B3	VREF1B3	IO	RUP3		J18	F22	F21	P23		
B3	VREF1B3	IO	RDN3		K19	F24	L19	M24		
B3	VREF1B3	VREF1B3				K19	E23	L26		
B3	VREF1B3	IO		DATA7	G18	G20	J20	P25		
B3	VREF1B3	IO	DQ6T2		D18	A22	B23	D25	DQ2T2	DQ1T2
B3	VREF1B3	IO					H20	F27		
B3	VREF1B3	IO	DQS6T		B18	C22	D22	C25	DQS2T	
B3	VREF1B3	IO						F26		
B3	VREF1B3	IO	DQ6T3		A19	D21	C23	A26	DQ2T3	DQ1T3
B3	VREF1B3	IO		CLKUSR	J19	F23	H21	J25		
B3	VREF1B3	IO	DQ6T4		B19	E21	A24	B26	DQ2T4	DQ1T4
B3	VREF1B3	IO					G20	G27		
B3	VREF1B3	IO	DQ6T5		C19	B22	E22	C26	DQ2T5	DQ1T5
B3	VREF1B3	IO	DQ6T6		E19	D22	B24	D26	DQ2T6	DQ1T6
B3	VREF1B3	IO	DQ6T7		D19	E22	D23	E26	DQ2T7	DQ1T7
B3	VREF2B3	IO	FCLK0		F19	E23	F22	G26		
B3	VREF2B3	IO	FCLK1		G19	E25	G22	D29		
B3	VREF2B3	IO						F28		
B3	VREF2B3	IO			H19	J20	K21	H27		
B3	VREF2B3	IO	DQ7T0		B20	A23	D24	B27	DQ2T8	DQ1T8
B3	VREF2B3	IO						F29		
B3	VREF2B3	IO	DQ7T1		A20	B23	A25	C27	DQ2T9	DQ1T9
B3	VREF2B3	IO						E29		
B3	VREF2B3	IO	DQ7T2		C20	A24	C24	D27	DQ2T10	DQ1T10
B3	VREF2B3	IO				G21	J21	G28		
B3	VREF2B3	IO	DQS7T		D20	C24	B26	C28		DQS1T
B3	VREF2B3	IO					L21	F30		
B3	VREF2B3	IO	DQ7T3		A21	C23	B25	E27	DQ2T11	DQ1T11
B3	VREF2B3	IO				H21	G21	D30		
B3	VREF2B3	IO	DQ7T4		B21	D24	C25	B28	DQ2T12	DQ1T12
B3	VREF2B3	IO					H22	G29		
B3	VREF2B3	IO	DQ7T5		C21	B24	D25	A28	DQ2T13	DQ1T13
B3	VREF2B3	IO			J20	L21	L22	G30		
B3	VREF2B3	VREF2B3			E20	K20	E25	L27		
B3	VREF2B3	IO	DQ7T6		D21	D23	A26	D28	DQ2T14	DQ1T14
B3	VREF2B3	IO						D31		
B3	VREF2B3	IO	DQ7T7		E21	E24	E24	E28	DQ2T15	DQ1T15
B3	VREF2B3	IO			H20	J21	J22	D32		
B3	VREF2B3	IO						A35		
B3	VREF2B3	IO					K22	F31		
B3	VREF2B3	IO						E30		
B3	VREF2B3	IO	DQ8T1		A22	C25	A28	B29	DQ3T1	DQ1T17
B3	VREF2B3	IO			F18	G22	F23	E31		
B3	VREF2B3	IO	DQ8T2		C22	B25	A27	C29	DQ3T2	DQ1T18
B3	VREF2B3	IO	DQ8T0		B22	A25	C26	A29	DQ3T0	DQ1T16
B3	VREF2B3	IO	DQS8T		D23	C26	B27	B30	DQS3T	
		GND			G20	D28	H24	E32		
B3	VREF3B3	IO					G23	D33		
B3	VREF3B3	IO	DQ8T3		D22	D25	D26	C30	DQ3T3	DQ1T19
B3	VREF3B3	IO			F20	H22	J23	A36		
B3	VREF3B3	IO	DQ8T4		A23	A26	C27	A30	DQ3T4	DQ1T20
B3	VREF3B3	IO					L23	F32		
B3	VREF3B3	IO	DQ8T5		C23	B26	B28	A31	DQ3T5	DQ1T21
B3	VREF3B3	IO						B35		
B3	VREF3B3	IO	DQ8T6		E23	E26	D27	B31	DQ3T6	DQ1T22
B3	VREF3B3	IO			G21	G23	H23	G31		
B3	VREF3B3	IO	DQ8T7		B23	D26	E26	C31	DQ3T7	DQ1T23
B3	VREF3B3	IO						D34		
B3	VREF3B3	IO			G22	H23	K23	G32		
B3	VREF3B3	IO	DQ9T0		A24	B27	A29	A32	DQ3T8	DQ1T24
B3	VREF3B3	IO						E33		
B3	VREF3B3	IO	DQ9T1		C25	C27	B29	C32	DQ3T9	DQ1T25
B3	VREF3B3	IO				J22	F24	B36		
B3	VREF3B3	IO	DQ9T2		A25	A27	B30	B32	DQ3T10	DQ1T26
B3	VREF3B3	IO				E27	L24	D35		
B3	VREF3B3	VREF3B3			E22	K21	E27	L28		
B3	VREF3B3	IO	DQS9T		C24	B28	C28	B33		
B3	VREF3B3	IO					G24	C35		
B3	VREF3B3	IO	DQ9T3		D24	D27	C29	A34	DQ3T11	DQ1T27
B3	VREF3B3	IO			F21	F25	F25	E34		
B3	VREF3B3	IO	DQ9T4		B24	A28	D29	A33	DQ3T12	DQ1T28
B3	VREF3B3	IO					K24	G33		
B3	VREF3B3	IO	DQ9T5		B25	C28	D28	C33	DQ3T13	DQ1T29
B3	VREF3B3	IO						F33		
B3	VREF3B3	IO	DQ9T6		A26	C29	C30	C34	DQ3T14	DQ1T30
B3	VREF3B3	IO			F22	C30	F26	C36		
B3	VREF3B3	IO	DQ9T7		B26	B29	E28	B34	DQ3T15	DQ1T31
B3	VREF3B3	IO				E28	J24	E35		
		VCCIO2			B28	C31	C31	C39		
		VCCIO2			M28	N31	C32	R39		
		VCCIO2			P20	T23	M32	W35		
		VCCIO2					T23	V25		
		VCCIO2						H33		
		VCCIO1			R20	U20	AA32	AA25		
		VCCIO1			U28	W31	AK31	Y32		
		VCCIO1			AG28	AJ31	AK32	AE39		
		VCCIO1					U23	AU39		
		VCCIO1						AM33		
		VCCIO8			Y15	AL29	AC17	AW37		
		VCCIO8			AH17	AL19	AM21	AW25		
		VCCIO8			AH27	Y17	AM30	AR21		
		VCCIO8						AE22
		VCCIO8						AM30
		VCCIO7			Y14	AC16	AC16	AE19
		VCCIO7			AH2	AL13	AM12	AM20
		VCCIO7			AH12	AL3	AM3	AW15
		VCCIO7						AW3
		VCCIO7						AM10
		VCCIO6			R9	AJ1	AA1	AU1
		VCCIO6			U1	W1	AK1	AM7
		VCCIO6			AG1	U12	AK2	AE1
		VCCIO6					U10	AA5
		VCCIO6						AB15
		VCCIO5			B1	T9	C1	W15
		VCCIO5			M1	N1	C2	Y8
		VCCIO5			P9	C1	M1	R1
		VCCIO5					T10	H7
		VCCIO5						C1
		VCCIO4			A2	A3	A12	A3
		VCCIO4			A12	A13	A3	A15
		VCCIO4			J14	J16	K16	E19
		VCCIO4						R18
		VCCIO4						H10
		VCCIO3			A17	M17	A21	H20
		VCCIO3			A27	A19	A30	R21
		VCCIO3			J15	A29	K17	A25
		VCCIO3						A37
		VCCIO3						H30
		VCCINT			M14	AA12	M12	AA16
		VCCINT			N11	AA14	M14	AA18
		VCCINT			N13	AA20	M19	AA22
		VCCINT			N15	L13	M21	AA24
		VCCINT			N17	L20	N13	AB17
		VCCINT			P12	M11	N15	AB19
		VCCINT			P14	M13	N18	AB21
		VCCINT			P16	M15	N20	AB23
		VCCINT			R13	M19	P12	AB25
		VCCINT			R15	M21	P14	AC16
		VCCINT			R17	N12	P16	AC18
		VCCINT			T12	N14	P17	AC20
		VCCINT			T14	N16	P19	AC22
		VCCINT			T16	N18	P21	AC24
		VCCINT			T18	N20	R13	AD15
		VCCINT			U11	P11	R15	AD17
		VCCINT			U13	P13	R18	AD19
		VCCINT			U15	P14	R20	AD21
		VCCINT			U17	P15	T14	AD23
		VCCINT			V12	P17	T16	AD25
		VCCINT			V16	P19	T17	AE16
		VCCINT				P21	T19	AE18
		VCCINT				R12	U14	AE20
		VCCINT				R13	U16	AE24
		VCCINT				R14	U17	R16
		VCCINT				R18	U19	R20
		VCCINT				R19	V13	R22
		VCCINT				R20	V15	R24
		VCCINT				T11	V18	T15
		VCCINT				T13	V20	T17
		VCCINT				T19	W14	T19
		VCCINT				T21	W16	T21
		VCCINT				U10	W17	T23
		VCCINT				U14	W19	T25
		VCCINT				U18	Y13	U16
		VCCINT				U22	Y15	U18
		VCCINT				V11	Y18	U20
		VCCINT				V13	Y20	U22
		VCCINT				V15		U24
		VCCINT				V17		V15
		VCCINT				V19		V17
		VCCINT				V21		V19
		VCCINT				W12		V21
		VCCINT				W14		V23
		VCCINT				W16		W16
		VCCINT				W18		W18
		VCCINT				W20		W22
		VCCINT				Y11		W24
		VCCINT				Y13		Y15
		VCCINT				Y15		Y17
		VCCINT				Y19		Y23
		VCCINT				Y21		Y25
		GND			A14	A1	A10	A13
		GND			A15	A11	A2	A2
		GND			AA16	A2	A23	A27
		GND			AC15	A21	A31	A38
		GND			AF26	A30	AA16	AA15
		GND			AF3	A31	AA17	AA17
		GND			AG2	AA17	AC1	AA23
		GND			AG27	AA18	AC32	AA7
		GND			AH14	AB16	AD17	AB16
		GND			AH15	AD18	AF17	AB18
		GND			B2	AK1	AL1	AB20
		GND			B27	AK2	AL2	AB22
		GND			C26	AK30	AL31	AB24
		GND			C3	AK31	AL32	AC15
		GND			G15	AL1	AM10	AC17
		GND			H16	AL11	AM2	AC19
		GND			L14	AL2	AM23	AC21
		GND			L15	AL21	AM31	AC23
		GND			M15	AL30	B1	AC25
		GND			N12	AL31	B2	AD16
		GND			N14	B1	B31	AD18
		GND			N16	B2	B32	AD20
		GND			N18	B30	H18	AD22
		GND			P1	B31	J17	AD24
		GND			P11	H17	K1	AE15
		GND			P13	H18	K32	AE17
		GND			P15	K16	M13	AE21
		GND			P17	L15	M15	AE23
		GND			P18	L17	M16	AE25
		GND			P28	M1	M17	AG1
		GND			R1	M12	M18	AG39
		GND			R11	M14	M20	AK10
		GND			R12	M16	N12	AK20
		GND			R14	M18	N14	AK22
		GND			R16	M20	N16	AK30
		GND			R18	M31	N17	AL21
		GND			R28	N11	N19	AM32
		GND			T11	N13	N21	AM8
		GND			T13	N15	P13	AN21
		GND			T15	N17	P15	AU3
		GND			T17	N19	P18	AU37
		GND				N21	P20	AV1
		GND			U14	P12	R14	AV2
		GND			U16	P16	R16	AV38
		GND				P18	R17	AV39
		GND			V13	P20	R19	AW13
		GND			V14	R11	T12	AW2
		GND			V15	R15	T13	AW27
		GND			V17	R17	T15	AW38
		GND				R21	T18	B1
		GND				T10	T20	B2
		GND				T12	T21	B38
		GND				T14	U12	B39
		GND				T18	U13	C3
		GND				T20	U15	C37
		GND				T22	U18	G19
		GND				U11	U20	H32
		GND				U13	U21	H8
		GND				U15	V14	J21
		GND				U17	V16	K10
		GND				U19	V17	K20
		GND				U21	V19	K22
		GND				V12	W13	K30
		GND				V14	W15	N1
		GND				V16	W18	N39
		GND				V18	W20	R15
		GND				V20	Y14	R17
		GND				W11	Y16	R19
		GND				W13	Y17	R23
		GND				W15	Y19	R25
		GND				W17		T16
		GND				W19		T18
		GND				W21		T20
		GND				Y1		T22
		GND				Y12		T24
		GND				Y14		U15
		GND				Y16		U17
		GND				Y18		U19
		GND				Y20		U21
		GND				Y31		U23
		GND						U25
		GND						V16
		GND						V18
		GND						V20
		GND						V22
		GND						V24
		GND						W17
		GND						W23
		GND						W25
		GND						W33
		GND						Y10
		GND						Y16
		GND						Y18
		GND						Y22
		GND						Y24
		GND						Y30
		NC				AA22	AG27	AA12
		NC				AB10	V12	AA13
		NC				AB18		AA14
		NC				K14		AA26
		NC				K22		AA27
		NC				L10		AA6
		NC				P22		AB10
		NC				V10		AB11
		NC						AB12
		NC						AB13
		NC						AB14
		NC						AB26
		NC						AB27
		NC						AB28
		NC						AB29
		NC						AB7
		NC						AC10
		NC						AC11
		NC						AC12
		NC						AC13
		NC						AC14
		NC						AC26
		NC						AC27
		NC						AC28
		NC						AC29
		NC						AC30
		NC						AC31
		NC						AC9
		NC						AD11
		NC						AD12
		NC						AD13
		NC						AD14
		NC						AD26
		NC						AD27
		NC						AD28
		NC						AD29
		NC						AE10
		NC						AE11
		NC						AE12
		NC						AE13
		NC						AE14
		NC						AE26
		NC						AE27
		NC						AE28
		NC						AE30
		NC						AE31
		NC						AE9
		NC						AF10
		NC						AF12
		NC						AF13
		NC						AF14
		NC						AF15
		NC						AF17
		NC						AF18
		NC						AF19
		NC						AF20
		NC						AF21
		NC						AF22
		NC						AF24
		NC						AF25
		NC						AF26
		NC						AF27
		NC						AF28
		NC						AF30
		NC						AF31
		NC						AF9
		NC						AG12
		NC						AG13
		NC						AG14
		NC						AG15
		NC						AG16
		NC						AG17
		NC						AG18
		NC						AG19
		NC						AG22
		NC						AG23
		NC						AG24
		NC						AG25
		NC						AG26
		NC						AG27
		NC						AG28
		NC						AH12
		NC						AH13
		NC						AH14
		NC						AH15
		NC						AH16
		NC						AH17
		NC						AH18
		NC						AH22
		NC						AH25
		NC						AH26
		NC						AH27
		NC						AH28
		NC						AH29
		NC						AJ11
		NC						AJ16
		NC						AJ17
		NC						AJ18
		NC						AJ22
		NC						AJ24
		NC						AJ25
		NC						AK11
		NC						AK12
		NC						AK13
		NC						AK14
		NC						AK15
		NC						AK16
		NC						AK18
		NC						AK23
		NC						AK24
		NC						AK25
		NC						AK26
		NC						AK27
		NC						AK28
		NC						AK29
		NC						AL10
		NC						AL11
		NC						AL12
		NC						AL13
		NC						AL14
		NC						AL15
		NC						AL16
		NC						AL22
		NC						AL24
		NC						AL26
		NC						AL27
		NC						AL28
		NC						AL29
		NC						AL30
		NC						AL34
		NC						AL35
		NC						AL5
		NC						AL6
		NC						AM11
		NC						AM12
		NC						AM13
		NC						AM14
		NC						AM15
		NC						AM16
		NC						AM17
		NC						AM18
		NC						AM28
		NC						AM29
		NC						AM3
		NC						AM31
		NC						AM34
		NC						AM35
		NC						AM36
		NC						AM37
		NC						AM4
		NC						AM5
		NC						AM6
		NC						AM9
		NC						AN15
		NC						AN3
		NC						AN34
		NC						AN35
		NC						AN36
		NC						AN37
		NC						AN4
		NC						AN5
		NC						AN6
		NC						AP3
		NC						AP34
		NC						AP35
		NC						AP36
		NC						AP37
		NC						AP4
		NC						AP5
		NC						AP6
		NC						AR1
		NC						AR2
		NC						AR3
		NC						AR36
		NC						AR37
		NC						AR38
		NC						AR39
		NC						AR4
		NC						AT1
		NC						AT2
		NC						AT3
		NC						AT36
		NC						AT37
		NC						AT38
		NC						AT39
		NC						AT4
		NC						AU2
		NC						AU38
		NC						AV3
		NC						AV37
		NC						B3
		NC						B37
		NC						C2
		NC						C38
		NC						D1
		NC						D2
		NC						D3
		NC						D36
		NC						D37
		NC						D38
		NC						D39
		NC						D4
		NC						E1
		NC						E2
		NC						E3
		NC						E36
		NC						E37
		NC						E38
		NC						E39
		NC						E4
		NC						F1
		NC						F2
		NC						F3
		NC						F34
		NC						F35
		NC						F36
		NC						F37
		NC						F38
		NC						F39
		NC						F4
		NC						F5
		NC						F6
		NC						G3
		NC						G34
		NC						G35
		NC						G36
		NC						G37
		NC						G4
		NC						G5
		NC						G6
		NC						H11
		NC						H12
		NC						H13
		NC						H14
		NC						H15
		NC						H16
		NC						H17
		NC						H28
		NC						H29
		NC						H3
		NC						H31
		NC						H34
		NC						H35
		NC						H36
		NC						H37
		NC						H4
		NC						H5
		NC						H6
		NC						H9
		NC						J10
		NC						J11
		NC						J12
		NC						J13
		NC						J14
		NC						J15
		NC						J16
		NC						J18
		NC						J22
		NC						J24
		NC						J26
		NC						J27
		NC						J28
		NC						J29
		NC						J30
		NC						J34
		NC						J35
		NC						J5
		NC						J6
		NC						K11
		NC						K12
		NC						K13
		NC						K14
		NC						K15
		NC						K16
		NC						K17
		NC						K23
		NC						K24
		NC						K25
		NC						K26
		NC						K27
		NC						K28
		NC						K29
		NC						L15
		NC						L16
		NC						L17
		NC						L18
		NC						L24
		NC						L29
		NC						M11
		NC						M12
		NC						M13
		NC						M14
		NC						M15
		NC						M16
		NC						M18
		NC						M22
		NC						M23
		NC						M25
		NC						M26
		NC						M27
		NC						M28
		NC						N12
		NC						N13
		NC						N14
		NC						N15
		NC						N16
		NC						N17
		NC						N18
		NC						N19
		NC						N20
		NC						N22
		NC						N23
		NC						N24
		NC						N25
		NC						N26
		NC						N27
		NC						N28
		NC						P10
		NC						P12
		NC						P13
		NC						P14
		NC						P15
		NC						P17
		NC						P18
		NC						P19
		NC						P20
		NC						P22
		NC						P24
		NC						P26
		NC						P27
		NC						P28
		NC						P30
		NC						P31
		NC						P9
		NC						R10
		NC						R12
		NC						R13
		NC						R14
		NC						R26
		NC						R27
		NC						R28
		NC						R29
		NC						R30
		NC						R31
		NC						R9
		NC						T11
		NC						T12
		NC						T13
		NC						T14
		NC						T26
		NC						T27
		NC						T28
		NC						T29
		NC						U10
		NC						U11
		NC						U12
		NC						U13
		NC						U14
		NC						U26
		NC						U27
		NC						U28
		NC						U29
		NC						U30
		NC						U31
		NC						U9
		NC						V10
		NC						V11
		NC						V12
		NC						V13
		NC						V14
		NC						V26
		NC						V27
		NC						V28
		NC						V29
		NC						V30
		NC						V33
		NC						V9
		NC						W13
		NC						W14
		NC						W26
		NC						W27
		NC						W28
		NC						W29
		NC						W30
		NC						W34
		NC						Y13			
		NC						Y14			
		NC						Y26			
		NC						Y27			

Note to Pin-List:											
1) The wire bond and flip-chip packages will have different data rates for the high speed differential I/O channels. The following table shows the data rates as supported for each package.											
											
Package	Package Type	High Speed Differential I/O Channel Performance (DIFFIO Speed)		Units							
		High 	Low								
F780	flip chip	840	N/A	Mbps							
B956	flip chip	840	N/A	Mbps							
F1020	flip chip	840	462	Mbps							
F1508	flip chip	840	462	Mbps							
