Bank Number	Index within I/O Bank (2)	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	HPS Function (3)	Non-Dedicated Tx/Rx Channel	Dedicated Tx/Rx Channel	Soft CDR Support	F29	DQS for X4	DQS for X8/X9	DQS for X16/X18	DQS for X32/X36
3A	11	VREFB3AN0	IO					LVDS3A_19n	No	AH3	DQ62	DQ31	DQ15	DQ7
3A	10	VREFB3AN0	IO					LVDS3A_19p	No	AH2	DQ62	DQ31	DQ15	DQ7
3A	9	VREFB3AN0	IO					LVDS3A_20n	Yes	AD4	DQSn62	DQ31	DQ15	DQ7
3A	8	VREFB3AN0	IO					LVDS3A_20p	Yes	AE4	DQS62	DQ31	DQ15	DQ7
3A	7	VREFB3AN0	IO					LVDS3A_21n	No	AC7	DQ62	DQ31	DQ15	DQ7
3A	6	VREFB3AN0	IO					LVDS3A_21p	No	AC6	DQ62	DQ31	DQ15	DQ7
3A	5	VREFB3AN0	IO					LVDS3A_22n	Yes	AE6	DQSn63	DQSn31/CQn31	DQ15	DQ7
3A	4	VREFB3AN0	IO					LVDS3A_22p	Yes	AF6	DQS63	DQS31/CQ31	DQ15	DQ7
3A	3	VREFB3AN0	IO					LVDS3A_23n	No	AF4	DQ63	DQ31	DQ15	DQ7
3A	2	VREFB3AN0	IO					LVDS3A_23p	No	AG4	DQ63	DQ31	DQ15	DQ7
3A	1	VREFB3AN0	IO					LVDS3A_24n	Yes	AD5	DQ63	DQ31	DQ15	DQ7
3A	0	VREFB3AN0	IO					LVDS3A_24p	Yes	AE5	DQ63	DQ31	DQ15	DQ7
			GND							AB10				
CSS			TDO		TDO					W10				
CSS			TMS		TMS					AH6				
CSS			TRST		TRST					AF8				
CSS			TCK		TCK					Y9				
CSS			TDI		TDI					AC10				
CSS			MSEL0		MSEL0					AE7				
CSS			MSEL1		MSEL1					AD7				
CSS			MSEL2		MSEL2					AB8				
CSS			nIO_PULLUP		nIO_PULLUP					AD8				
CSS			nSTATUS		nSTATUS					AF7				
CSS			CONF_DONE		CONF_DONE					AG8				
			GND							AD10				
CSS			nCONFIG		nCONFIG					AC8				
CSS			nCE		nCE					AB9				
CSS			nCSO0		nCSO0					AH8				
CSS			nCSO1		nCSO1					AH7				
CSS			nCSO2		nCSO2					AF9				
CSS			"AS_DATA0,ASDO"		"AS_DATA0,ASDO"					AE9				
CSS			AS_DATA1		AS_DATA1					AG6				
CSS			AS_DATA2		AS_DATA2					AG5				
CSS			AS_DATA3		AS_DATA3					AH5				
CSS			DCLK		DCLK					AD9				
HPS			HPS_CLK1			HPS_CLK1				G14				
HPS			HPS_nPOR			HPS_nPOR				K11				
HPS			HPS_nRST			HPS_nRST				K12				
HPS			"GPIO2_IO0,NAND_ADQ0,SDMMC_DATA0,QSPI_CLK"			HPS_DEDICATED_4				F12				
HPS			"GPIO2_IO1,NAND_ADQ1,SDMMC_CMD,QSPI_IO0"			HPS_DEDICATED_5				G16				
HPS			"GPIO2_IO2,NAND_WE_N,SDMMC_CCLK,QSPI_SS0,BOOTSEL2"			BOOTSEL2/HPS_DEDICATED_6				D12				
HPS			"GPIO2_IO3,NAND_RE_N,SDMMC_DATA1,QSPI_IO1"			HPS_DEDICATED_7				J12				
HPS			"GPIO2_IO4,NAND_ADQ2,SDMMC_DATA2,QSPI_IO2_WPN"			HPS_DEDICATED_8				H12				
HPS			"GPIO2_IO5,NAND_ADQ3,SDMMC_DATA3,QSPI_IO3_HOLD"			HPS_DEDICATED_9				F14				
HPS			"GPIO2_IO6,NAND_CLE,SDMMC_PWR_ENA,SPIM0_SS1_N,SPIS0_MISO,BOOTSEL1"			BOOTSEL1/HPS_DEDICATED_10				G13				
HPS			"GPIO2_IO7,NAND_ALE,QSPI_SS1,SPIM0_CLK,BOOTSEL0"			BOOTSEL0/HPS_DEDICATED_11				J15				
HPS			"GPIO2_IO8,NAND_RB,UART1_TX,SDMMC_DATA4,SPIM0_MOSI,EMAC1_MDIO,I2C_EMAC1_SDA"			HPS_DEDICATED_12				H15				
HPS			"GPIO2_IO9,NAND_CE_N,UART1_RTS_N,SDMMC_DATA5,SPIM0_MISO,EMAC1_MDC,I2C_EMAC1_SCL"			HPS_DEDICATED_13				F16				
HPS			"GPIO2_IO10,NAND_ADQ4,UART1_CTS_N,SDMMC_DATA6,SPIM0_SS0_N,EMAC2_MDIO,I2C_EMAC2_SDA"			HPS_DEDICATED_14				E12				
HPS			"GPIO2_IO11,NAND_ADQ5,UART1_RX,SDMMC_DATA7,SPIS0_CLK,EMAC2_MDC,I2C_EMAC2_SCL"			HPS_DEDICATED_15				G15				
HPS			"GPIO2_IO12,NAND_ADQ6,UART1_TX,QSPI_SS2,SPIS0_MOSI,EMAC0_MDIO,I2C_EMAC0_SDA"			HPS_DEDICATED_16				K15				
HPS			"GPIO2_IO13,NAND_ADQ7,UART1_RX,QSPI_SS3,SPIS0_SS0_N,EMAC0_MDC,I2C_EMAC0_SCL"			HPS_DEDICATED_17				F13				
			ADCGND							G10				
			GND							A10				
			GND							A15				
			GND							A20				
			GND							A25				
			GND							A5				
			GND							AA10				
			GND							AA24				
			GND							AA25				
			GND							AA26				
			GND							AB17				
			GND							AB2				
			GND							AB22				
			GND							AB24				
			GND							AB27				
			GND							AB28				
			GND							AB7				
			GND							AC24				
			GND							AC25				
			GND							AC26				
			GND							AC4				
			GND							AC9				
			GND							AD1				
			GND							AD11				
			GND							AD16				
			GND							AD21				
			GND							AD24				
			GND							AD27				
			GND							AD28				
			GND							AD6				
			GND							AE13				
			GND							AE18				
			GND							AE24				
			GND							AE25				
			GND							AE26				
			GND							AE3				
			GND							AE8				
			GND							AF10				
			GND							AF15				
			GND							AF20				
			GND							AF24				
			GND							AF27				
			GND							AF28				
			GND							AF5				
			GND							AG12				
			GND							AG17				
			GND							AG2				
			GND							AG22				
			GND							AG24				
			GND							AG25				
			GND							AG26				
			GND							AG7				
			GND							AH14				
			GND							AH19				
			GND							AH26				
			GND							AH27				
			GND							AH4				
			GND							AH9				
			GND							B17				
			GND							B2				
			GND							B22				
			GND							B27				
			GND							B28				
			GND							B7				
			GND							C19				
			GND							C24				
			GND							C25				
			GND							C26				
			GND							C27				
			GND							C4				
			GND							C9				
			GND							D1				
			GND							D11				
			GND							D16				
			GND							D21				
			GND							D24				
			GND							D27				
			GND							D28				
			GND							D6				
			GND							E13				
			GND							E24				
			GND							E25				
			GND							E26				
			GND							E3				
			GND							E8				
			GND							F10				
			GND							F20				
			GND							F24				
			GND							F27				
			GND							F28				
			GND							F5				
			GND							G12				
			GND							G17				
			GND							G2				
			GND							G22				
			GND							G24				
			GND							G25				
			GND							G26				
			GND							H14				
			GND							H24				
			GND							H27				
			GND							H28				
			GND							H4				
			GND							J1				
			GND							J11				
			GND							J16				
			GND							J21				
			GND							J24				
			GND							J25				
			GND							J26				
			GND							J6				
			GND							K13				
			GND							K24				
			GND							K27				
			GND							K28				
			GND							K3				
			GND							L10				
			GND							L15				
			GND							L20				
			GND							L21				
			GND							L22				
			GND							L23				
			GND							L24				
			GND							L25				
			GND							L26				
			GND							M12				
			GND							M17				
			GND							M2				
			GND							M21				
			GND							M27				
			GND							M28				
			GND							N14				
			GND							N19				
			GND							N21				
			GND							N22				
			GND							N25				
			GND							N26				
			GND							N4				
			GND							N9				
			GND							P1				
			GND							P11				
			GND							P16				
			GND							P21				
			GND							P22				
			GND							P27				
			GND							P28				
			GND							R13				
			GND							R18				
			GND							R21				
			GND							R22				
			GND							R25				
			GND							R26				
			GND							R3				
			GND							R8				
			GND							T10				
			GND							T15				
			GND							T20				
			GND							T21				
			GND							T27				
			GND							T28				
			GND							U12				
			GND							U17				
			GND							U2				
			GND							U21				
			GND							U22				
			GND							U25				
			GND							U26				
			GND							V14				
			GND							V19				
			GND							V21				
			GND							V22				
			GND							V27				
			GND							V28				
			GND							V9				
			GND							W1				
			GND							W11				
			GND							W16				
			GND							W22				
			GND							W25				
			GND							W26				
			GND							Y13				
			GND							Y22				
			GND							Y23				
			GND							Y24				
			GND							Y27				
			GND							Y28				
			GND							Y3				
			GNDSENSE							T12				
			VCC							L11				
			VCC							L12				
			VCC							L16				
			VCC							L17				
			VCC							L18				
			VCC							L19				
			VCC							M10				
			VCC							M11				
			VCC							M15				
			VCC							M16				
			VCC							M19				
			VCC							M20				
			VCC							N10				
			VCC							N12				
			VCC							N13				
			VCC							N15				
			VCC							N16				
			VCC							N18				
			VCC							N20				
			VCC							P10				
			VCC							P12				
			VCC							P14				
			VCC							P17				
			VCC							P18				
			VCC							P19				
			VCC							P20				
			VCC							R10				
			VCC							R11				
			VCC							R14				
			VCC							R15				
			VCC							R16				
			VCC							R19				
			VCC							R20				
			VCC							T11				
			VCC							T14				
			VCC							T16				
			VCC							T17				
			VCC							T18				
			VCC							T19				
			VCC							U10				
			VCC							U14				
			VCC							U15				
			VCC							U18				
			VCC							U19				
			VCC							U20				
			VCC							V10				
			VCC							V11				
			VCC							V13				
			VCC							V15				
			VCC							V16				
			VCC							V17				
			VCC							V20				
			VCC							W12				
			VCC							W18				
			VCC							W19				
			VCCPT							M14				
			VCCPT							M18				
			VCCPT							V12				
			VCCPT							V18				
			DNU							AH23				
			DNU							AH24				
			DNU							Y11				
			DNU							Y12				
			DNU							Y10				
			VCCPGM							W14				
			VCCPGM							Y14				
			TEMPDIODEn							H10				
			TEMPDIODEp							H11				
			VCCBAT							W13				
			VCCA_PLL							P13				
			VCCA_PLL							P15				
			VCCIO2A							AA15				
			VCCIO2A							AB12				
			VCCIO2A							AC14				
			VCCIO2J							AA20				
			VCCIO2J							AC19				
			VCCIO2J							Y18				
			VCCIO2K							B12				
			VCCIO2K							C14				
			VCCIO2K							F15				
			VCCIO2L							E18				
			VCCIO2L							H19				
			VCCIO2L							K18				
			VCCIO3A							AA5				
			VCCIO3A							W6				
			VCCIO3A							Y8				
			VCCIO3B							T5				
			VCCIO3B							U7				
			VCCIO3B							V4				
			VCCIO3C							L5				
			VCCIO3C							M7				
			VCCIO3C							P6				
			VCCIO3D							G7				
			VCCIO3D							H9				
			VCCIO3D							K8				
			VCCIOREF_HPS							J13				
			VCCIO_HPS							H13				
2A		VREFB2AN0	VREFB2AN0							W15				
2J		VREFB2JN0	VREFB2JN0							W17				
2K		VREFB2KN0	VREFB2KN0							E9				
2L		VREFB2LN0	VREFB2LN0							K16				
3A		VREFB3AN0	VREFB3AN0							W9				
3B		VREFB3BN0	VREFB3BN0							U9				
3C		VREFB3CN0	VREFB3CN0							R9				
3D		VREFB3DN0	VREFB3DN0							M9				
			VREFN_ADC							J10				
			VREFP_ADC							K10				
			VCCH_GXBL							M22				
			VCCH_GXBL							T22				
			VCCR_GXBL1C							V23				
			VCCR_GXBL1C							V24				
			VCCR_GXBL1D							P23				
			VCCR_GXBL1D							P24				
			VCCT_GXBL1C							T23				
			VCCT_GXBL1C							T24				
			VCCT_GXBL1D							M23				
			VCCT_GXBL1D							M24				
			RREF_BL							AH25				
			RREF_TL							C28				
			VCCERAM							R12				
			VCCERAM							R17				
			VCCLSENSE							T13				
			VCCL_HPS							K14				
			VCCL_HPS							L13				
			VCCL_HPS							L14				
			VCCL_HPS							M13				
			VCCP							N11				
			VCCP							N17				
			VCCP							U11				
			VCCP							U13				
			VCCP							U16				
			VCCPLL_HPS							J14				
			VSIGN_0							E11				
			VSIGN_1							G11				
			VSIGP_0							E10				
			VSIGP_1							F11				
Notes:														
"(1) For more information about pin definition and pin connection guidelines, refer to the"														
"Arria 10 GT, GX, and SX Device Family Pin Connection Guidelines."														
"(2) For more information about the external memory interface schemes of the pins with indices, refer to the"														
Arria10EMIF.xls														
"(3) For more information about the Hard Processor System functions of the corresponding pins, refer to the"														
Arria10HPS.xls														


"Pin Information for the Arria®10 10AS027 Device 
Version 2016.12.09 
Note (1)"														
									
