Bank Number	Index within I/O Bank (2)	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	HPS Function (3)	Non-Dedicated Tx/Rx Channel	Dedicated Tx/Rx Channel	Soft CDR Support	F34	DQS for X4	DQS for X8/X9	DQS for X16/X18	DQS for X32/X36
3B	15	VREFB3BN0	IO					LVDS3B_17n	No	AF6	DQ53	DQ26	DQ13	DQ6
3B	14	VREFB3BN0	IO					LVDS3B_17p	No	AG6	DQ53	DQ26	DQ13	DQ6
3B	13	VREFB3BN0	IO					LVDS3B_18n	Yes	AG3	DQ53	DQ26	DQSn13/CQn13	DQ6
3B	12	VREFB3BN0	IO					LVDS3B_18p	Yes	AH3	DQ53	DQ26	DQS13/CQ13	DQ6
3B	11	VREFB3BN0	IO					LVDS3B_19n	No	AG2	DQ54	DQ27	DQ13	DQ6
3B	10	VREFB3BN0	IO					LVDS3B_19p	No	AG1	DQ54	DQ27	DQ13	DQ6
3B	9	VREFB3BN0	IO					LVDS3B_20n	Yes	AH2	DQSn54	DQ27	DQ13	DQ6
3B	8	VREFB3BN0	IO					LVDS3B_20p	Yes	AJ1	DQS54	DQ27	DQ13	DQ6
3B	7	VREFB3BN0	IO					LVDS3B_21n	No	AH4	DQ54	DQ27	DQ13	DQ6
3B	6	VREFB3BN0	IO					LVDS3B_21p	No	AJ4	DQ54	DQ27	DQ13	DQ6
3B	5	VREFB3BN0	IO					LVDS3B_22n	Yes	AK3	DQSn55	DQSn27/CQn27	DQ13	DQ6
3B	4	VREFB3BN0	IO					LVDS3B_22p	Yes	AK4	DQS55	DQS27/CQ27	DQ13	DQ6
3B	3	VREFB3BN0	IO					LVDS3B_23n	No	AJ2	DQ55	DQ27	DQ13	DQ6
3B	2	VREFB3BN0	IO					LVDS3B_23p	No	AK2	DQ55	DQ27	DQ13	DQ6
3B	1	VREFB3BN0	IO					LVDS3B_24n	Yes	AK1	DQ55	DQ27	DQ13	DQ6
3B	0	VREFB3BN0	IO					LVDS3B_24p	Yes	AL1	DQ55	DQ27	DQ13	DQ6
3A	47	VREFB3AN0	IO					LVDS3A_1n	No	AE9	DQ56	DQ28	DQ14	DQ7
3A	46	VREFB3AN0	IO					LVDS3A_1p	No	AF9	DQ56	DQ28	DQ14	DQ7
3A	45	VREFB3AN0	IO					LVDS3A_2n	Yes	AE8	DQSn56	DQ28	DQ14	DQ7
3A	44	VREFB3AN0	IO					LVDS3A_2p	Yes	AF8	DQS56	DQ28	DQ14	DQ7
3A	43	VREFB3AN0	IO					LVDS3A_3n	No	AH9	DQ56	DQ28	DQ14	DQ7
3A	42	VREFB3AN0	IO					LVDS3A_3p	No	AH10	DQ56	DQ28	DQ14	DQ7
3A	41	VREFB3AN0	IO					LVDS3A_4n	Yes	AF10	DQSn57	DQSn28/CQn28	DQ14	DQ7
3A	40	VREFB3AN0	IO					LVDS3A_4p	Yes	AG10	DQS57	DQS28/CQ28	DQ14	DQ7
3A	39	VREFB3AN0	IO					LVDS3A_5n	No	AG11	DQ57	DQ28	DQ14	DQ7
3A	38	VREFB3AN0	IO					LVDS3A_5p	No	AF11	DQ57	DQ28	DQ14	DQ7
3A	37	VREFB3AN0	IO					LVDS3A_6n	Yes	AE11	DQ57	DQ28	DQSn14/CQn14	DQ7
3A	36	VREFB3AN0	IO					LVDS3A_6p	Yes	AE12	DQ57	DQ28	DQS14/CQ14	DQ7
3A	35	VREFB3AN0	IO					LVDS3A_7n	No	AG8	DQ58	DQ29	DQ14	DQ7
3A	34	VREFB3AN0	IO					LVDS3A_7p	No	AH8	DQ58	DQ29	DQ14	DQ7
3A	33	VREFB3AN0	IO					LVDS3A_8n	Yes	AG7	DQSn58	DQ29	DQ14	DQ7
3A	32	VREFB3AN0	IO					LVDS3A_8p	Yes	AH7	DQS58	DQ29	DQ14	DQ7
3A	31	VREFB3AN0	IO					LVDS3A_9n	No	AK8	DQ58	DQ29	DQ14	DQ7
3A	30	VREFB3AN0	IO					LVDS3A_9p	No	AK7	DQ58	DQ29	DQ14	DQ7
3A	29	VREFB3AN0	IO	PLL_3A_CLKOUT1n				LVDS3A_10n	Yes	AH5	DQSn59	DQSn29/CQn29	DQ14	DQ7
3A	28	VREFB3AN0	IO	"PLL_3A_CLKOUT1p,PLL_3A_CLKOUT1,PLL_3A_FB1"				LVDS3A_10p	Yes	AJ5	DQS59	DQS29/CQ29	DQ14	DQ7
3A	27	VREFB3AN0	IO					LVDS3A_11n	No	AJ6	DQ59	DQ29	DQ14	DQ7
3A	26	VREFB3AN0	IO	RZQ_3A				LVDS3A_11p	No	AJ7	DQ59	DQ29	DQ14	DQ7
3A	25	VREFB3AN0	IO	CLK_3A_1n				LVDS3A_12n	Yes	AK9	DQ59	DQ29	DQ14	DQ7
3A	24	VREFB3AN0	IO	CLK_3A_1p				LVDS3A_12p	Yes	AJ9	DQ59	DQ29	DQ14	DQ7
3A	23	VREFB3AN0	IO	CLK_3A_0n				LVDS3A_13n	No	AL4	DQ60	DQ30	DQ15	DQ7
3A	22	VREFB3AN0	IO	CLK_3A_0p				LVDS3A_13p	No	AL5	DQ60	DQ30	DQ15	DQ7
3A	21	VREFB3AN0	IO					LVDS3A_14n	Yes	AK6	DQSn60	DQ30	DQ15	DQSn7/CQn7
3A	20	VREFB3AN0	IO					LVDS3A_14p	Yes	AL6	DQS60	DQ30	DQ15	DQS7/CQ7
3A	19	VREFB3AN0	IO	PLL_3A_CLKOUT0n				LVDS3A_15n	No	AL3	DQ60	DQ30	DQ15	DQ7
3A	18	VREFB3AN0	IO	"PLL_3A_CLKOUT0p,PLL_3A_CLKOUT0,PLL_3A_FB0"				LVDS3A_15p	No	AM3	DQ60	DQ30	DQ15	DQ7
3A	17	VREFB3AN0	IO					LVDS3A_16n	Yes	AM2	DQSn61	DQSn30/CQn30	DQ15	DQ7
3A	16	VREFB3AN0	IO					LVDS3A_16p	Yes	AM1	DQS61	DQS30/CQ30	DQ15	DQ7
3A	15	VREFB3AN0	IO					LVDS3A_17n	No	AM5	DQ61	DQ30	DQ15	DQ7
3A	14	VREFB3AN0	IO					LVDS3A_17p	No	AM6	DQ61	DQ30	DQ15	DQ7
3A	13	VREFB3AN0	IO					LVDS3A_18n	Yes	AN4	DQ61	DQ30	DQSn15/CQn15	DQ7
3A	12	VREFB3AN0	IO					LVDS3A_18p	Yes	AP4	DQ61	DQ30	DQS15/CQ15	DQ7
3A	11	VREFB3AN0	IO					LVDS3A_19n	No	AN5	DQ62	DQ31	DQ15	DQ7
3A	10	VREFB3AN0	IO					LVDS3A_19p	No	AP5	DQ62	DQ31	DQ15	DQ7
3A	9	VREFB3AN0	IO					LVDS3A_20n	Yes	AP6	DQSn62	DQ31	DQ15	DQ7
3A	8	VREFB3AN0	IO					LVDS3A_20p	Yes	AP7	DQS62	DQ31	DQ15	DQ7
3A	7	VREFB3AN0	IO					LVDS3A_21n	No	AM8	DQ62	DQ31	DQ15	DQ7
3A	6	VREFB3AN0	IO					LVDS3A_21p	No	AN8	DQ62	DQ31	DQ15	DQ7
3A	5	VREFB3AN0	IO					LVDS3A_22n	Yes	AN9	DQSn63	DQSn31/CQn31	DQ15	DQ7
3A	4	VREFB3AN0	IO					LVDS3A_22p	Yes	AP9	DQS63	DQS31/CQ31	DQ15	DQ7
3A	3	VREFB3AN0	IO					LVDS3A_23n	No	AL8	DQ63	DQ31	DQ15	DQ7
3A	2	VREFB3AN0	IO					LVDS3A_23p	No	AL9	DQ63	DQ31	DQ15	DQ7
3A	1	VREFB3AN0	IO					LVDS3A_24n	Yes	AM7	DQ63	DQ31	DQ15	DQ7
3A	0	VREFB3AN0	IO					LVDS3A_24p	Yes	AN7	DQ63	DQ31	DQ15	DQ7
			GND							AE13				
CSS			TDO		TDO					AJ12				
CSS			TMS		TMS					AL10				
CSS			TRST		TRST					AL11				
CSS			TCK		TCK					AH12				
CSS			TDI		TDI					AH13				
CSS			MSEL0		MSEL0					AG15				
CSS			MSEL1		MSEL1					AG13				
CSS			MSEL2		MSEL2					AG12				
CSS			nIO_PULLUP		nIO_PULLUP					AE14				
CSS			nSTATUS		nSTATUS					AM11				
CSS			CONF_DONE		CONF_DONE					AM12				
			GND							AP11				
CSS			nCONFIG		nCONFIG					AF13				
CSS			nCE		nCE					AF14				
CSS			nCSO0		nCSO0					AN10				
CSS			nCSO1		nCSO1					AM10				
CSS			nCSO2		nCSO2					AP10				
CSS			"AS_DATA0,ASDO"		"AS_DATA0,ASDO"					AJ11				
CSS			AS_DATA1		AS_DATA1					AK12				
CSS			AS_DATA2		AS_DATA2					AK11				
CSS			AS_DATA3		AS_DATA3					AF15				
CSS			DCLK		DCLK					AJ10				
HPS			HPS_CLK1			HPS_CLK1				B16				
HPS			HPS_nPOR			HPS_nPOR				K14				
HPS			HPS_nRST			HPS_nRST				L14				
HPS			"GPIO2_IO0,NAND_ADQ0,SDMMC_DATA0,QSPI_CLK"			HPS_DEDICATED_4				B15				
HPS			"GPIO2_IO1,NAND_ADQ1,SDMMC_CMD,QSPI_IO0"			HPS_DEDICATED_5				C17				
HPS			"GPIO2_IO2,NAND_WE_N,SDMMC_CCLK,QSPI_SS0,BOOTSEL2"			BOOTSEL2/HPS_DEDICATED_6				D15				
HPS			"GPIO2_IO3,NAND_RE_N,SDMMC_DATA1,QSPI_IO1"			HPS_DEDICATED_7				B17				
HPS			"GPIO2_IO4,NAND_ADQ2,SDMMC_DATA2,QSPI_IO2_WPN"			HPS_DEDICATED_8				D16				
HPS			"GPIO2_IO5,NAND_ADQ3,SDMMC_DATA3,QSPI_IO3_HOLD"			HPS_DEDICATED_9				A16				
HPS			"GPIO2_IO6,NAND_CLE,SDMMC_PWR_ENA,SPIM0_SS1_N,SPIS0_MISO,BOOTSEL1"			BOOTSEL1/HPS_DEDICATED_10				G15				
HPS			"GPIO2_IO7,NAND_ALE,QSPI_SS1,SPIM0_CLK,BOOTSEL0"			BOOTSEL0/HPS_DEDICATED_11				E16				
HPS			"GPIO2_IO8,NAND_RB,UART1_TX,SDMMC_DATA4,SPIM0_MOSI,EMAC1_MDIO,I2C_EMAC1_SDA"			HPS_DEDICATED_12				G16				
HPS			"GPIO2_IO9,NAND_CE_N,UART1_RTS_N,SDMMC_DATA5,SPIM0_MISO,EMAC1_MDC,I2C_EMAC1_SCL"			HPS_DEDICATED_13				A15				
HPS			"GPIO2_IO10,NAND_ADQ4,UART1_CTS_N,SDMMC_DATA6,SPIM0_SS0_N,EMAC2_MDIO,I2C_EMAC2_SDA"			HPS_DEDICATED_14				C15				
HPS			"GPIO2_IO11,NAND_ADQ5,UART1_RX,SDMMC_DATA7,SPIS0_CLK,EMAC2_MDC,I2C_EMAC2_SCL"			HPS_DEDICATED_15				F16				
HPS			"GPIO2_IO12,NAND_ADQ6,UART1_TX,QSPI_SS2,SPIS0_MOSI,EMAC0_MDIO,I2C_EMAC0_SDA"			HPS_DEDICATED_16				F15				
HPS			"GPIO2_IO13,NAND_ADQ7,UART1_RX,QSPI_SS3,SPIS0_SS0_N,EMAC0_MDC,I2C_EMAC0_SCL"			HPS_DEDICATED_17				H15				
			ADCGND							A14				
			GND							A12				
			GND							A17				
			GND							A22				
			GND							A27				
			GND							A28				
			GND							A30				
			GND							A31				
			GND							A32				
			GND							A33				
			GND							A7				
			GND							AA12				
			GND							AA17				
			GND							AA2				
			GND							AA22				
			GND							AA25				
			GND							AA26				
			GND							AA31				
			GND							AA32				
			GND							AB19				
			GND							AB26				
			GND							AB29				
			GND							AB30				
			GND							AB33				
			GND							AB34				
			GND							AB4				
			GND							AC1				
			GND							AC11				
			GND							AC16				
			GND							AC25				
			GND							AC31				
			GND							AC32				
			GND							AD13				
			GND							AD18				
			GND							AD21				
			GND							AD23				
			GND							AD26				
			GND							AD29				
			GND							AD3				
			GND							AD30				
			GND							AD33				
			GND							AD34				
			GND							AE15				
			GND							AE26				
			GND							AE31				
			GND							AE32				
			GND							AE5				
			GND							AF2				
			GND							AF26				
			GND							AF29				
			GND							AF30				
			GND							AF33				
			GND							AF34				
			GND							AF7				
			GND							AG14				
			GND							AG19				
			GND							AG26				
			GND							AG27				
			GND							AG28				
			GND							AG31				
			GND							AG32				
			GND							AG4				
			GND							AH1				
			GND							AH11				
			GND							AH21				
			GND							AH28				
			GND							AH29				
			GND							AH30				
			GND							AH33				
			GND							AH34				
			GND							AH6				
			GND							AJ13				
			GND							AJ18				
			GND							AJ28				
			GND							AJ3				
			GND							AJ31				
			GND							AJ32				
			GND							AJ8				
			GND							AK10				
			GND							AK25				
			GND							AK28				
			GND							AK29				
			GND							AK30				
			GND							AK33				
			GND							AK34				
			GND							AK5				
			GND							AL12				
			GND							AL17				
			GND							AL2				
			GND							AL22				
			GND							AL28				
			GND							AL31				
			GND							AL32				
			GND							AL7				
			GND							AM14				
			GND							AM19				
			GND							AM24				
			GND							AM28				
			GND							AM29				
			GND							AM30				
			GND							AM33				
			GND							AM34				
			GND							AM4				
			GND							AM9				
			GND							AN11				
			GND							AN16				
			GND							AN21				
			GND							AN26				
			GND							AN30				
			GND							AN31				
			GND							AN32				
			GND							AN6				
			GND							AP13				
			GND							AP18				
			GND							AP23				
			GND							AP28				
			GND							AP30				
			GND							AP33				
			GND							AP8				
			GND							B14				
			GND							B19				
			GND							B2				
			GND							B24				
			GND							B28				
			GND							B29				
			GND							B30				
			GND							B33				
			GND							B34				
			GND							B4				
			GND							B9				
			GND							C1				
			GND							C11				
			GND							C16				
			GND							C21				
			GND							C26				
			GND							C28				
			GND							C31				
			GND							C32				
			GND							C6				
			GND							D13				
			GND							D18				
			GND							D23				
			GND							D28				
			GND							D29				
			GND							D3				
			GND							D30				
			GND							D33				
			GND							D34				
			GND							D8				
			GND							E10				
			GND							E15				
			GND							E20				
			GND							E25				
			GND							E28				
			GND							E31				
			GND							E32				
			GND							E5				
			GND							F2				
			GND							F27				
			GND							F28				
			GND							F29				
			GND							F30				
			GND							F33				
			GND							F34				
			GND							F7				
			GND							G14				
			GND							G28				
			GND							G31				
			GND							G32				
			GND							G4				
			GND							G9				
			GND							H1				
			GND							H16				
			GND							H21				
			GND							H26				
			GND							H28				
			GND							H29				
			GND							H30				
			GND							H33				
			GND							H34				
			GND							H6				
			GND							J28				
			GND							J3				
			GND							J31				
			GND							J32				
			GND							J8				
			GND							K15				
			GND							K20				
			GND							K26				
			GND							K27				
			GND							K28				
			GND							K29				
			GND							K30				
			GND							K33				
			GND							K34				
			GND							K5				
			GND							L12				
			GND							L17				
			GND							L2				
			GND							L22				
			GND							L25				
			GND							L31				
			GND							L32				
			GND							L7				
			GND							M14				
			GND							M19				
			GND							M25				
			GND							M26				
			GND							M29				
			GND							M30				
			GND							M33				
			GND							M34				
			GND							M4				
			GND							N1				
			GND							N21				
			GND							N26				
			GND							N31				
			GND							N32				
			GND							N6				
			GND							P13				
			GND							P18				
			GND							P23				
			GND							P26				
			GND							P29				
			GND							P3				
			GND							P30				
			GND							P33				
			GND							P34				
			GND							R10				
			GND							R15				
			GND							R20				
			GND							R25				
			GND							R31				
			GND							R32				
			GND							R5				
			GND							T12				
			GND							T17				
			GND							T2				
			GND							T22				
			GND							T26				
			GND							T29				
			GND							T30				
			GND							T33				
			GND							T34				
			GND							U14				
			GND							U19				
			GND							U24				
			GND							U26				
			GND							U31				
			GND							U32				
			GND							U4				
			GND							V1				
			GND							V11				
			GND							V16				
			GND							V21				
			GND							V25				
			GND							V26				
			GND							V29				
			GND							V30				
			GND							V33				
			GND							V34				
			GND							V6				
			GND							W13				
			GND							W18				
			GND							W23				
			GND							W25				
			GND							W3				
			GND							W31				
			GND							W32				
			GND							Y10				
			GND							Y15				
			GND							Y20				
			GND							Y25				
			GND							Y26				
			GND							Y29				
			GND							Y30				
			GND							Y33				
			GND							Y34				
			GNDSENSE							Y18				
			VCC							AA11				
			VCC							AA13				
			VCC							AA16				
			VCC							AA18				
			VCC							AA19				
			VCC							AA23				
			VCC							AA24				
			VCC							AB12				
			VCC							AB13				
			VCC							AB14				
			VCC							AB17				
			VCC							AB18				
			VCC							AB21				
			VCC							AB23				
			VCC							AB24				
			VCC							AB25				
			VCC							AC18				
			VCC							AC21				
			VCC							N12				
			VCC							N13				
			VCC							N16				
			VCC							N17				
			VCC							N18				
			VCC							N23				
			VCC							N24				
			VCC							N25				
			VCC							P11				
			VCC							P12				
			VCC							P14				
			VCC							P17				
			VCC							P22				
			VCC							P24				
			VCC							P25				
			VCC							R11				
			VCC							R12				
			VCC							R13				
			VCC							R14				
			VCC							R16				
			VCC							R17				
			VCC							R18				
			VCC							R19				
			VCC							R21				
			VCC							R22				
			VCC							R23				
			VCC							R24				
			VCC							T11				
			VCC							T13				
			VCC							T19				
			VCC							T20				
			VCC							T21				
			VCC							T23				
			VCC							T24				
			VCC							T25				
			VCC							U11				
			VCC							U12				
			VCC							U15				
			VCC							U16				
			VCC							U20				
			VCC							U21				
			VCC							U25				
			VCC							V12				
			VCC							V13				
			VCC							V14				
			VCC							V15				
			VCC							V17				
			VCC							V18				
			VCC							V19				
			VCC							V20				
			VCC							V22				
			VCC							V23				
			VCC							V24				
			VCC							W11				
			VCC							W12				
			VCC							W14				
			VCC							W15				
			VCC							W16				
			VCC							W17				
			VCC							W19				
			VCC							W20				
			VCC							W21				
			VCC							W22				
			VCC							W24				
			VCC							Y11				
			VCC							Y12				
			VCC							Y13				
			VCC							Y14				
			VCC							Y16				
			VCC							Y19				
			VCC							Y21				
			VCC							Y22				
			VCC							Y23				
			VCC							Y24				
			VCCPT							AA14				
			VCCPT							AA15				
			VCCPT							AA20				
			VCCPT							AA21				
			VCCPT							P15				
			VCCPT							P16				
			VCCPT							P19				
			VCCPT							P20				
			VCCPT							P21				
			DNU							AN28				
			DNU							AN29				
			DNU							AC13				
			DNU							AC14				
			DNU							AC15				
			VCCPGM							AD15				
			VCCPGM							AD16				
			TEMPDIODEn							C14				
			TEMPDIODEp							D14				
			VCCBAT							AD14				
			VCCA_PLL							T16				
			VCCA_PLL							T18				
			VCCIO2A							AF17				
			VCCIO2A							AH16				
			VCCIO2A							AK15				
			VCCIO2J							AE25				
			VCCIO2J							AG24				
			VCCIO2J							AJ23				
			VCCIO2K							F22				
			VCCIO2K							G24				
			VCCIO2K							J23				
			VCCIO2L							F17				
			VCCIO2L							G19				
			VCCIO2L							J18				
			VCCIO3A							AE10				
			VCCIO3A							AF12				
			VCCIO3A							AG9				
			VCCIO3B							AB9				
			VCCIO3B							AC6				
			VCCIO3B							AD8				
			VCCIO3C							AA7				
			VCCIO3C							W8				
			VCCIO3C							Y5				
			VCCIO3D							P8				
			VCCIO3D							T7				
			VCCIO3D							U9				
			VCCIOREF_HPS							K16				
			VCCIO_HPS							J16				
2A		VREFB2AN0	VREFB2AN0							AC19				
2J		VREFB2JN0	VREFB2JN0							AC23				
2K		VREFB2KN0	VREFB2KN0							M22				
2L		VREFB2LN0	VREFB2LN0							K17				
3A		VREFB3AN0	VREFB3AN0							AD12				
3B		VREFB3BN0	VREFB3BN0							AC12				
3C		VREFB3CN0	VREFB3CN0							AA10				
3D		VREFB3DN0	VREFB3DN0							V10				
			VREFN_ADC							B13				
			VREFP_ADC							A13				
			NC							AP19				
			NC							AN19				
			NC							AL19				
			NC							AK19				
			NC							AJ21				
			NC							AK21				
			NC							AM21				
			NC							AL21				
			NC							AM20				
			NC							AL20				
			NC							AJ19				
			NC							AJ20				
			NC							A2				
			NC							AC20				
			NC							AC22				
			NC							AD20				
			NC							AD22				
			NC							AE22				
			NC							AF20				
			NC							AF21				
			NC							AG20				
			NC							AG21				
			NC							AG22				
			NC							AH20				
			NC							AH22				
			NC							AN1				
			NC							AN2				
			NC							AN3				
			NC							M12				
			NC							P10				
			NC							AE21				
			NC							J13				
			NC							H11				
			NC							F12				
			NC							N11				
			NC							M9				
			NC							K10				
			NC							AK20				
			NC							AF22				
			NC							AE20				
			NC							AP2				
			NC							AP3				
			NC							B1				
			NC							C2				
			NC							T14				
			NC							T15				
			NC							D5				
			NC							C5				
			NC							B5				
			NC							A5				
			NC							A3				
			NC							A4				
			NC							D4				
			NC							C4				
			NC							D6				
			NC							D7				
			NC							B6				
			NC							A6				
			NC							C7				
			NC							B7				
			NC							D9				
			NC							C9				
			NC							E8				
			NC							E9				
			NC							C8				
			NC							B8				
			NC							A10				
			NC							A11				
			NC							A8				
			NC							A9				
			NC							D11				
			NC							D10				
			NC							C10				
			NC							B10				
			NC							B11				
			NC							B12				
			NC							F11				
			NC							E11				
			NC							C12				
			NC							C13				
			NC							D12				
			NC							E12				
			NC							G12				
			NC							G11				
			NC							H12				
			NC							J12				
			NC							K12				
			NC							K13				
			NC							E13				
			NC							F13				
			NC							G13				
			NC							H13				
			NC							L13				
			NC							M13				
			NC							N10				
			NC							M10				
			NC							M11				
			NC							L11				
			NC							K8				
			NC							J7				
			NC							J6				
			NC							H7				
			NC							L9				
			NC							L10				
			NC							K9				
			NC							J9				
			NC							G1				
			NC							F1				
			NC							H5				
			NC							H4				
			NC							G2				
			NC							G3				
			NC							E1				
			NC							D1				
			NC							H3				
			NC							H2				
			NC							G5				
			NC							G6				
			NC							F6				
			NC							F5				
			NC							F3				
			NC							E3				
			NC							E2				
			NC							D2				
			NC							E7				
			NC							E6				
			NC							F4				
			NC							E4				
			NC							C3				
			NC							B3				
			NC							G8				
			NC							G7				
			NC							H9				
			NC							H8				
			NC							J10				
			NC							H10				
			NC							F8				
			NC							F9				
			NC							G10				
			NC							F10				
			NC							K11				
			NC							J11				
			VCCH_GXBL							AC26				
			VCCH_GXBL							L26				
			VCCH_GXBL							R26				
			VCCH_GXBL							W26				
			VCCR_GXBL1C							AE27				
			VCCR_GXBL1C							AE28				
			VCCR_GXBL1D							AA27				
			VCCR_GXBL1D							AA28				
			VCCR_GXBL1E							U27				
			VCCR_GXBL1E							U28				
			VCCR_GXBL1F							N27				
			VCCR_GXBL1F							N28				
			VCCT_GXBL1C							AC27				
			VCCT_GXBL1C							AC28				
			VCCT_GXBL1D							W27				
			VCCT_GXBL1D							W28				
			VCCT_GXBL1E							R27				
			VCCT_GXBL1E							R28				
			VCCT_GXBL1F							L27				
			VCCT_GXBL1F							L28				
			RREF_BL							AP29				
			RREF_TL							A29				
			VCCERAM							U13				
			VCCERAM							U17				
			VCCERAM							U18				
			VCCERAM							U22				
			VCCERAM							U23				
			VCCLSENSE							Y17				
			VCCL_HPS							L15				
			VCCL_HPS							L16				
			VCCL_HPS							M15				
			VCCL_HPS							M16				
			VCCP							AB15				
			VCCP							AB16				
			VCCP							AB20				
			VCCP							AB22				
			VCCP							N14				
			VCCP							N15				
			VCCP							N19				
			VCCP							N20				
			VCCP							N22				
			VCCPLL_HPS							J15				
			VSIGN_0							F14				
			VSIGN_1							J14				
			VSIGP_0							E14				
			VSIGP_1							H14				
Notes:														
"(1) For more information about pin definition and pin connection guidelines, refer to the"														
"Arria 10 GT, GX, and SX Device Family Pin Connection Guidelines."														
"(2) For more information about the external memory interface schemes of the pins with indices, refer to the"														
Arria10EMIF.xls														
"(3) For more information about the Hard Processor System functions of the corresponding pins, refer to the"														
Arria10HPS.xls														


"Pin Information for the Arria®10 10AS032 Device 
Version 2016.12.09
 Note (1)"														
										
